node_id,detected,attack_type
1,1,Interleaved_Jamming_Attack
12,1,Split_Path_Attack
23,0,
30,1,Interleaved_Jamming_Attack
38,0,
41,1,Split_Path_Attack
42,0,
44,0,
57,0,
67,0,
73,0,
75,1,Interleaved_Jamming_Attack
78,0,
108,0,
110,0,
111,1,Interleaved_Jamming_Attack
118,0,
121,0,
122,1,Flow_Stretching_Attack
123,0,
130,1,Interleaved_Jamming_Attack
132,0,
140,0,
143,0,
154,0,
155,0,
161,0,
166,0,
168,0,
183,1,Split_Path_Attack
184,0,
188,1,Interleaved_Jamming_Attack
194,0,
195,1,Flow_Stretching_Attack
198,1,Interleaved_Jamming_Attack
240,1,Interleaved_Jamming_Attack
241,0,
251,0,
252,0,
258,1,Split_Path_Attack
261,0,
271,0,
2,0,
6,0,
13,0,
31,0,
37,0,
62,0,
64,0,
70,0,
84,1,Flow_Stretching_Attack
112,0,
126,0,
127,1,Split_Path_Attack
137,0,
152,1,Split_Path_Attack
156,0,
158,0,
171,0,
193,0,
229,0,
230,0,
262,0,
263,0,
272,0,
273,0,
274,1,Split_Path_Attack
282,0,
283,0,
284,0,
285,0,
