cycle,flow_id,node,planned_inbound_by_subflow,planned_inbound_by_mainflow
58,1,1,3,3
58,1,2,1,1
58,1,3,2,2
58,1,6,4,4
58,1,12,1,1
58,1,15,1,1
58,1,23,1,1
58,1,24,1,1
58,1,27,5,5
58,1,28,2,2
58,1,30,2,2
58,1,31,1,1
58,1,36,1,1
58,1,37,1,1
58,1,40,1,1
58,1,41,2,2
58,1,45,2,2
58,1,48,1,1
58,1,50,1,1
58,1,51,2,2
58,1,55,1,1
58,1,56,1,1
58,1,57,1,1
58,1,59,1,1
58,1,60,1,1
58,1,64,1,1
58,1,67,1,1
58,1,70,30,30
58,1,71,9,9
58,1,75,5,5
58,1,76,1,1
58,1,79,2,2
58,1,83,1,1
58,1,84,1,1
58,1,85,1,1
58,1,89,1,1
58,1,94,1,1
58,1,98,1,1
58,1,99,1,1
58,1,102,1,1
58,1,108,1,1
58,1,109,1,1
58,1,110,1,1
58,1,112,2,2
58,1,119,1,1
58,1,121,2,2
58,1,124,1,1
58,1,127,1,1
58,1,130,2,2
58,1,134,2,2
58,1,139,1,1
58,1,143,2,2
58,1,152,2,2
58,1,154,1,1
58,1,155,9,9
58,1,159,2,2
58,1,161,1,1
58,1,163,1,1
58,1,166,1,1
58,1,168,2,2
58,1,171,1,1
58,1,176,1,1
58,1,180,1,1
58,1,182,1,1
58,1,183,4,4
58,1,187,1,1
58,1,189,11,11
58,1,192,1,1
58,1,193,2,2
58,1,194,1,1
58,1,196,1,1
58,1,197,6,6
58,1,198,1,1
58,1,247,1,1
58,1,248,1,1
58,1,249,2,2
58,1,250,6,6
58,1,251,1,1
58,1,258,1,1
58,1,259,23,23
58,1,260,14,14
58,1,261,17,17
58,1,262,6,6
58,1,263,1,1
58,1,270,1,1
58,1,271,1,1
58,1,272,5,5
58,1,273,3,3
58,1,282,1,1
58,1,283,1,1
58,2,2,1,1
58,2,4,1,1
58,2,5,1,1
58,2,7,10,10
58,2,8,1,1
58,2,9,1,1
58,2,10,3,3
58,2,11,7,7
58,2,13,1,1
58,2,15,1,1
58,2,17,5,5
58,2,19,1,1
58,2,30,1,1
58,2,31,1,1
58,2,32,10,10
58,2,33,1,1
58,2,35,1,1
58,2,37,1,1
58,2,39,1,1
58,2,43,4,4
58,2,45,1,1
58,2,47,30,30
58,2,49,1,1
58,2,52,1,1
58,2,53,4,4
58,2,54,1,1
58,2,55,2,2
58,2,58,1,1
58,2,64,1,1
58,2,65,1,1
58,2,66,1,1
58,2,69,4,4
58,2,72,1,1
58,2,73,1,1
58,2,74,1,1
58,2,79,1,1
58,2,80,3,3
58,2,81,1,1
58,2,83,1,1
58,2,85,1,1
58,2,86,1,1
58,2,88,6,6
58,2,90,1,1
58,2,91,1,1
58,2,92,1,1
58,2,94,1,1
58,2,95,1,1
58,2,96,6,6
58,2,98,1,1
58,2,99,2,2
58,2,100,1,1
58,2,101,1,1
58,2,102,2,2
58,2,103,1,1
58,2,104,1,1
58,2,106,1,1
58,2,107,1,1
58,2,109,1,1
58,2,113,1,1
58,2,115,2,2
58,2,119,2,2
58,2,121,1,1
58,2,126,1,1
58,2,128,2,2
58,2,131,2,2
58,2,133,2,2
58,2,137,1,1
58,2,142,1,1
58,2,144,1,1
58,2,145,3,3
58,2,147,1,1
58,2,149,3,3
58,2,150,1,1
58,2,158,1,1
58,2,160,1,1
58,2,161,1,1
58,2,163,2,2
58,2,166,2,2
58,2,168,1,1
58,2,169,2,2
58,2,170,1,1
58,2,171,1,1
58,2,172,2,2
58,2,176,1,1
58,2,177,1,1
58,2,179,1,1
58,2,180,1,1
58,2,181,2,2
58,2,184,1,1
58,2,185,4,4
58,2,186,4,4
58,2,187,2,2
58,2,190,6,6
58,2,192,3,3
58,2,271,2,2
58,2,272,1,1
58,2,273,1,1
58,2,274,1,1
58,2,275,1,1
58,2,281,3,3
58,2,282,5,5
58,2,283,2,2
58,2,284,1,1
58,2,285,1,1
58,2,286,1,1
58,2,291,2,2
58,2,292,2,2
58,2,293,7,7
58,2,294,5,5
58,2,295,1,1
58,2,296,1,1
58,2,297,1,1
58,2,302,1,1
58,2,303,9,9
58,2,304,19,19
58,2,305,13,13
58,2,306,7,7
58,2,307,8,8
58,2,308,6,6
58,2,313,1,1
58,2,314,2,2
58,2,315,9,9
58,2,316,11,11
58,2,317,15,15
58,2,318,18,18
