Cycle No., Flow No., PDR_k (%), d_k (ms), e2e_latency (ms), Jitter (ms), lambda_t, cpu_overhead (ms)
58, 1, 31.423, 17.3831, 503.182, 3.11618, 16, 69.255
58, 2, 27.7624, 13.7616, 297.648, 0, 16, 69.255
