cycle,flow_id,node,planned_inbound_by_subflow,planned_inbound_by_mainflow
30,1,1,2,2
30,1,3,8,8
30,1,5,3,3
30,1,6,2,2
30,1,12,6,6
30,1,14,6,6
30,1,20,1,1
30,1,21,3,3
30,1,23,1,1
30,1,24,1,1
30,1,26,1,1
30,1,27,5,5
30,1,28,1,1
30,1,29,4,4
30,1,30,7,7
30,1,34,1,1
30,1,36,1,1
30,1,38,1,1
30,1,40,2,2
30,1,41,2,2
30,1,46,3,3
30,1,50,1,1
30,1,51,4,4
30,1,56,1,1
30,1,61,1,1
30,1,63,7,7
30,1,64,2,2
30,1,67,1,1
30,1,70,30,30
30,1,71,1,1
30,1,75,2,2
30,1,76,1,1
30,1,77,6,6
30,1,78,3,3
30,1,79,1,1
30,1,84,4,4
30,1,108,7,7
30,1,109,3,3
30,1,110,2,2
30,1,111,3,3
30,1,112,8,8
30,1,114,1,1
30,1,116,1,1
30,1,118,2,2
30,1,122,2,2
30,1,123,3,3
30,1,124,1,1
30,1,125,1,1
30,1,129,7,7
30,1,130,1,1
30,1,132,2,2
30,1,134,9,9
30,1,135,1,1
30,1,136,1,1
30,1,140,1,1
30,1,143,2,2
30,1,148,1,1
30,1,151,1,1
30,1,152,9,9
30,1,154,2,2
30,1,155,2,2
30,1,159,3,3
30,1,161,3,3
30,1,164,1,1
30,1,165,1,1
30,1,166,5,5
30,1,175,1,1
30,1,178,1,1
30,1,180,3,3
30,1,182,1,1
30,1,183,1,1
30,1,188,2,2
30,1,189,3,3
30,1,193,3,3
30,1,194,9,9
30,1,196,11,11
30,1,197,7,7
30,1,198,3,3
30,1,214,1,1
30,1,217,1,1
30,1,225,1,1
30,1,226,1,1
30,1,228,1,1
30,1,236,1,1
30,1,237,1,1
30,1,238,1,1
30,1,239,3,3
30,1,240,2,2
30,1,246,10,10
30,1,247,4,4
30,1,248,5,5
30,1,249,11,11
30,1,250,22,22
30,1,251,4,4
30,1,252,1,1
30,1,257,6,6
30,1,258,6,6
30,1,259,3,3
30,1,260,4,4
30,1,261,5,5
30,1,262,1,1
30,2,2,4,4
30,2,5,1,1
30,2,7,4,4
30,2,9,1,1
30,2,10,2,2
30,2,11,3,3
30,2,13,1,1
30,2,15,1,1
30,2,16,1,1
30,2,17,13,13
30,2,29,1,1
30,2,31,5,5
30,2,32,32,32
30,2,33,6,6
30,2,35,1,1
30,2,37,13,13
30,2,45,2,2
30,2,47,1,1
30,2,48,3,3
30,2,53,12,12
30,2,55,1,1
30,2,57,6,6
30,2,66,1,1
30,2,73,3,3
30,2,74,2,2
30,2,79,1,1
30,2,80,6,6
30,2,81,5,5
30,2,82,3,3
30,2,83,3,3
30,2,85,6,6
30,2,88,1,1
30,2,89,7,7
30,2,94,3,3
30,2,95,1,1
30,2,96,5,5
30,2,98,1,1
30,2,99,3,3
30,2,101,1,1
30,2,102,1,1
30,2,104,1,1
30,2,106,1,1
30,2,115,1,1
30,2,119,1,1
30,2,121,4,4
30,2,126,1,1
30,2,127,5,5
30,2,128,4,4
30,2,131,8,8
30,2,137,1,1
30,2,138,1,1
30,2,139,5,5
30,2,144,1,1
30,2,145,1,1
30,2,146,1,1
30,2,149,11,11
30,2,153,1,1
30,2,156,1,1
30,2,158,1,1
30,2,163,1,1
30,2,166,1,1
30,2,168,5,5
30,2,169,1,1
30,2,170,1,1
30,2,171,4,4
30,2,172,1,1
30,2,179,1,1
30,2,180,1,1
30,2,181,6,6
30,2,185,6,6
30,2,187,1,1
30,2,189,1,1
30,2,261,1,1
30,2,262,1,1
30,2,270,1,1
30,2,271,7,7
30,2,272,15,15
30,2,273,8,8
30,2,280,1,1
30,2,281,3,3
30,2,282,19,19
30,2,283,20,20
30,2,284,3,3
30,2,291,4,4
30,2,292,7,7
30,2,293,2,2
30,2,294,1,1
30,2,295,1,1
30,2,302,5,5
30,2,303,4,4
30,2,304,1,1
30,2,305,1,1
30,2,306,1,1
