Cycle No., Flow No., PDR_k (%), d_k (ms), e2e_latency (ms), Jitter (ms), lambda_t, cpu_overhead (ms)
28, 1, 10.7171, 18.0909, 456.9, 8.21605, 16, 56.639
28, 2, 57.6979, 12.5268, 459.784, 3.90369, 16, 56.639
