Cycle No., Flow No., PDR_k (%), d_k (ms), e2e_latency (ms), Jitter (ms), lambda_t, cpu_overhead (ms)
5, 1, 6.28, 33.6284, 426.193, 20.5532, 20, 46.058
5, 2, 29.7962, 23.6559, 280.021, 7.6943, 20, 46.058
