cycle,timestamp,flow_id,src,dst,from_node,to_node,delta_value
53,53.2985,1,70,68,1,12,1.0
53,53.2985,1,70,68,6,261,1.0
53,53.2985,1,70,68,12,261,1.0
53,53.2985,1,70,68,14,165,0.2
53,53.2985,1,70,68,14,24,0.8
53,53.2985,1,70,68,21,14,1.0
53,53.2985,1,70,68,23,259,1.0
53,53.2985,1,70,68,24,68,0.125
53,53.2985,1,70,68,24,165,0.25
53,53.2985,1,70,68,24,258,0.625
53,53.2985,1,70,68,27,30,0.125
53,53.2985,1,70,68,27,45,0.125
53,53.2985,1,70,68,27,121,0.125
53,53.2985,1,70,68,27,161,0.125
53,53.2985,1,70,68,27,168,0.125
53,53.2985,1,70,68,27,261,0.125
53,53.2985,1,70,68,27,197,0.25
53,53.2985,1,70,68,28,250,1.0
53,53.2985,1,70,68,29,82,1.0
53,53.2985,1,70,68,30,161,1.0
53,53.2985,1,70,68,31,168,1.0
53,53.2985,1,70,68,34,14,1.0
53,53.2985,1,70,68,36,182,1.0
53,53.2985,1,70,68,40,14,1.0
53,53.2985,1,70,68,41,1,1.0
53,53.2985,1,70,68,45,168,1.0
53,53.2985,1,70,68,50,68,1.0
53,53.2985,1,70,68,56,68,1.0
53,53.2985,1,70,68,59,116,1.0
53,53.2985,1,70,68,60,21,1.0
53,53.2985,1,70,68,61,50,0.4
53,53.2985,1,70,68,61,68,0.6
53,53.2985,1,70,68,62,27,1.0
53,53.2985,1,70,68,63,14,1.0
53,53.2985,1,70,68,67,1,1.0
53,53.2985,1,70,68,70,130,0.033333
53,53.2985,1,70,68,70,152,0.033333
53,53.2985,1,70,68,70,193,0.033333
53,53.2985,1,70,68,70,112,0.033333
53,53.2985,1,70,68,70,155,0.033333
53,53.2985,1,70,68,70,62,0.033333
53,53.2985,1,70,68,70,12,0.033333
53,53.2985,1,70,68,70,6,0.033333
53,53.2985,1,70,68,70,75,0.033333
53,53.2985,1,70,68,70,27,0.033333
53,53.2985,1,70,68,70,143,0.033333
53,53.2985,1,70,68,70,251,0.033333
53,53.2985,1,70,68,70,1,0.033333
53,53.2985,1,70,68,70,262,0.033333
53,53.2985,1,70,68,70,41,0.033333
53,53.2985,1,70,68,70,261,0.5
53,53.2985,1,70,68,71,183,1.0
53,53.2985,1,70,68,75,262,0.166667
53,53.2985,1,70,68,75,261,0.166667
53,53.2985,1,70,68,75,6,0.166667
53,53.2985,1,70,68,75,27,0.166667
53,53.2985,1,70,68,75,12,0.333333
53,53.2985,1,70,68,76,238,1.0
53,53.2985,1,70,68,77,14,1.0
53,53.2985,1,70,68,79,197,1.0
53,53.2985,1,70,68,82,59,0.444444
53,53.2985,1,70,68,82,259,0.555556
53,53.2985,1,70,68,84,76,1.0
53,53.2985,1,70,68,89,197,1.0
53,53.2985,1,70,68,108,247,1.0
53,53.2985,1,70,68,110,193,1.0
53,53.2985,1,70,68,112,6,1.0
53,53.2985,1,70,68,116,14,1.0
53,53.2985,1,70,68,121,197,1.0
53,53.2985,1,70,68,124,182,1.0
53,53.2985,1,70,68,129,14,1.0
53,53.2985,1,70,68,130,12,1.0
53,53.2985,1,70,68,136,14,1.0
