Cycle No., Flow No., PDR_k (%), d_k (ms), e2e_latency (ms), Jitter (ms), lambda_t, cpu_overhead (ms)
36, 1, 1.5095, 0, 0, 0, 52, 55.101
36, 2, 35.2405, 15.5451, 89.6678, 2.26115, 52, 55.101
