cycle,flow_id,node,planned_inbound_by_subflow,planned_inbound_by_mainflow
38,1,1,3,3
38,1,3,9,9
38,1,6,4,4
38,1,12,6,6
38,1,14,5,5
38,1,21,6,6
38,1,23,1,1
38,1,24,1,1
38,1,27,5,5
38,1,28,8,8
38,1,29,1,1
38,1,30,3,3
38,1,31,1,1
38,1,34,5,5
38,1,36,1,1
38,1,38,2,2
38,1,41,8,8
38,1,42,1,1
38,1,51,17,17
38,1,56,1,1
38,1,59,1,1
38,1,60,1,1
38,1,62,3,3
38,1,63,6,6
38,1,64,6,6
38,1,67,1,1
38,1,70,30,30
38,1,71,1,1
38,1,75,4,4
38,1,77,1,1
38,1,78,1,1
38,1,79,5,5
38,1,84,4,4
38,1,108,18,18
38,1,109,1,1
38,1,110,2,2
38,1,111,6,6
38,1,112,2,2
38,1,115,1,1
38,1,116,1,1
38,1,118,2,2
38,1,121,1,1
38,1,122,1,1
38,1,123,2,2
38,1,124,1,1
38,1,129,8,8
38,1,130,2,2
38,1,132,2,2
38,1,134,5,5
38,1,139,1,1
38,1,140,1,1
38,1,143,2,2
38,1,152,2,2
38,1,154,2,2
38,1,155,10,10
38,1,159,7,7
38,1,161,1,1
38,1,163,1,1
38,1,165,9,9
38,1,168,2,2
38,1,175,1,1
38,1,180,3,3
38,1,182,1,1
38,1,183,13,13
38,1,188,2,2
38,1,189,1,1
38,1,193,3,3
38,1,194,2,2
38,1,196,5,5
38,1,197,12,12
38,1,198,3,3
38,1,237,1,1
38,1,238,3,3
38,1,239,1,1
38,1,240,2,2
38,1,246,6,6
38,1,247,4,4
38,1,248,2,2
38,1,249,9,9
38,1,250,17,17
38,1,251,3,3
38,1,257,10,10
38,1,258,11,11
38,1,259,6,6
38,1,260,3,3
38,1,261,9,9
38,1,262,2,2
38,1,269,1,1
38,1,270,1,1
38,1,271,1,1
38,1,280,1,1
38,2,3,2,2
38,2,5,7,7
38,2,10,2,2
38,2,15,1,1
38,2,17,1,1
38,2,23,30,30
38,2,29,6,6
38,2,30,1,1
38,2,33,2,2
38,2,37,5,5
38,2,47,3,3
38,2,48,4,4
38,2,57,1,1
38,2,62,1,1
38,2,64,4,4
38,2,79,4,4
38,2,80,2,2
38,2,82,14,14
38,2,85,1,1
38,2,88,1,1
38,2,89,4,4
38,2,95,2,2
38,2,109,4,4
38,2,119,1,1
38,2,134,2,2
38,2,156,1,1
38,2,159,2,2
38,2,161,3,3
38,2,166,9,9
38,2,180,7,7
38,2,181,2,2
38,2,183,3,3
38,2,189,4,4
38,2,197,3,3
38,2,259,2,2
38,2,260,5,5
38,2,261,1,1
38,2,270,11,11
38,2,271,11,11
38,2,272,1,1
38,2,281,2,2
38,2,282,1,1
