Cycle No., Flow No., PDR_k (%), d_k (ms), e2e_latency (ms), Jitter (ms), lambda_t, cpu_overhead (ms)
31, 1, 7.50354, 14.5751, 494.467, 1.59806, 8, 48.081
31, 2, 31.4888, 18.49, 526.114, 2.33298, 8, 48.081
