time_s,tp,tn,fp,fn,dr,fpr,precision,f1,mcc,atk_error_m,rsr,amsr,i_leak,mcar,nsd,detection_ms,trust_score,cnn_conf
111.5000,47,191,9,33,0.5875,0.0450,0.8393,0.6912,0.6127,247.5000,0.4125,0.5875,0.4125,0.9550,0.8325,24.5948,0.6157,0.4257
112.0000,61,188,12,19,0.7625,0.0600,0.8356,0.7974,0.7229,142.5000,0.2375,0.7625,0.2375,0.9400,0.8808,26.9809,0.6127,0.4227
112.5000,55,182,18,25,0.6875,0.0900,0.7534,0.7190,0.6148,187.5000,0.3125,0.6875,0.3125,0.9100,0.8358,24.7335,0.6372,0.4472
113.0000,56,189,11,24,0.7000,0.0550,0.8358,0.7619,0.6830,180.0000,0.3000,0.7000,0.3000,0.9450,0.8633,27.0785,0.6147,0.4247
113.5000,58,187,13,22,0.7250,0.0650,0.8169,0.7682,0.6853,165.0000,0.2750,0.7250,0.2750,0.9350,0.8650,25.8595,0.6324,0.4424
114.0000,53,191,9,27,0.6625,0.0450,0.8548,0.7465,0.6719,202.5000,0.3375,0.6625,0.3375,0.9550,0.8575,24.0078,0.6276,0.4376
114.5000,60,191,9,20,0.7500,0.0450,0.8696,0.8054,0.7391,150.0000,0.2500,0.7500,0.2500,0.9550,0.8867,25.6642,0.6331,0.4431
115.0000,63,188,12,17,0.7875,0.0600,0.8400,0.8129,0.7421,127.5000,0.2125,0.7875,0.2125,0.9400,0.8892,25.1129,0.6191,0.4291
115.5000,54,187,13,26,0.6750,0.0650,0.8060,0.7347,0.6459,195.0000,0.3250,0.6750,0.3250,0.9350,0.8483,23.9424,0.6274,0.4374
116.0000,49,185,15,31,0.6125,0.0750,0.7656,0.6806,0.5783,232.5000,0.3875,0.6125,0.3875,0.9250,0.8208,24.5252,0.6199,0.4299
116.5000,59,193,7,21,0.7375,0.0350,0.8939,0.8082,0.7477,157.5000,0.2625,0.7375,0.2625,0.9650,0.8892,26.1197,0.6263,0.4363
117.0000,53,189,11,27,0.6625,0.0550,0.8281,0.7361,0.6536,202.5000,0.3375,0.6625,0.3375,0.9450,0.8508,24.7973,0.6334,0.4434
117.5000,53,187,13,27,0.6625,0.0650,0.8030,0.7260,0.6359,202.5000,0.3375,0.6625,0.3375,0.9350,0.8442,27.0715,0.6438,0.4538
118.0000,57,187,13,23,0.7125,0.0650,0.8143,0.7600,0.6755,172.5000,0.2875,0.7125,0.2875,0.9350,0.8608,23.5560,0.6257,0.4357
118.5000,59,190,10,21,0.7375,0.0500,0.8551,0.7919,0.7207,157.5000,0.2625,0.7375,0.2625,0.9500,0.8792,24.4181,0.6486,0.4586
119.0000,63,191,9,17,0.7875,0.0450,0.8750,0.8289,0.7675,127.5000,0.2125,0.7875,0.2125,0.9550,0.8992,25.3242,0.6177,0.4277
119.5000,66,190,10,14,0.8250,0.0500,0.8684,0.8462,0.7873,105.0000,0.1750,0.8250,0.1750,0.9500,0.9083,23.8446,0.6235,0.4335
120.0000,60,188,12,20,0.7500,0.0600,0.8333,0.7895,0.7132,150.0000,0.2500,0.7500,0.2500,0.9400,0.8767,27.8409,0.6420,0.4520
120.5000,53,191,9,27,0.6625,0.0450,0.8548,0.7465,0.6719,202.5000,0.3375,0.6625,0.3375,0.9550,0.8575,22.5878,0.6422,0.4522
121.0000,59,193,7,21,0.7375,0.0350,0.8939,0.8082,0.7477,157.5000,0.2625,0.7375,0.2625,0.9650,0.8892,24.5678,0.6360,0.4460
121.5000,57,187,13,23,0.7125,0.0650,0.8143,0.7600,0.6755,172.5000,0.2875,0.7125,0.2875,0.9350,0.8608,28.0697,0.6179,0.4279
122.0000,54,187,13,26,0.6750,0.0650,0.8060,0.7347,0.6459,195.0000,0.3250,0.6750,0.3250,0.9350,0.8483,27.7806,0.6104,0.4204
122.5000,49,194,6,31,0.6125,0.0300,0.8909,0.7259,0.6623,232.5000,0.3875,0.6125,0.3875,0.9700,0.8508,23.4375,0.6423,0.4523
123.0000,58,187,13,22,0.7250,0.0650,0.8169,0.7682,0.6853,165.0000,0.2750,0.7250,0.2750,0.9350,0.8650,23.7972,0.6314,0.4414
123.5000,51,183,17,29,0.6375,0.0850,0.7500,0.6892,0.5821,217.5000,0.3625,0.6375,0.3625,0.9150,0.8225,26.2302,0.6370,0.4470
124.0000,51,188,12,29,0.6375,0.0600,0.8095,0.7133,0.6248,217.5000,0.3625,0.6375,0.3625,0.9400,0.8392,27.7510,0.6256,0.4356
124.5000,55,190,10,25,0.6875,0.0500,0.8462,0.7586,0.6821,187.5000,0.3125,0.6875,0.3125,0.9500,0.8625,25.5833,0.6205,0.4305
125.0000,52,187,13,28,0.6500,0.0650,0.8000,0.7172,0.6260,210.0000,0.3500,0.6500,0.3500,0.9350,0.8400,24.9840,0.6418,0.4518
125.5000,55,188,12,25,0.6875,0.0600,0.8209,0.7483,0.6644,187.5000,0.3125,0.6875,0.3125,0.9400,0.8558,23.9906,0.6266,0.4366
126.0000,64,193,7,16,0.8000,0.0350,0.9014,0.8477,0.7944,120.0000,0.2000,0.8000,0.2000,0.9650,0.9100,24.3249,0.6472,0.4572
126.5000,53,188,12,27,0.6625,0.0600,0.8154,0.7310,0.6447,202.5000,0.3375,0.6625,0.3375,0.9400,0.8475,25.1603,0.6415,0.4515
127.0000,53,192,8,27,0.6625,0.0400,0.8689,0.7518,0.6813,202.5000,0.3375,0.6625,0.3375,0.9600,0.8608,25.7839,0.6371,0.4471
127.5000,62,188,12,18,0.7750,0.0600,0.8378,0.8052,0.7325,135.0000,0.2250,0.7750,0.2250,0.9400,0.8850,23.1063,0.6244,0.4344
128.0000,56,189,11,24,0.7000,0.0550,0.8358,0.7619,0.6830,180.0000,0.3000,0.7000,0.3000,0.9450,0.8633,27.2664,0.6459,0.4559
128.5000,53,191,9,27,0.6625,0.0450,0.8548,0.7465,0.6719,202.5000,0.3375,0.6625,0.3375,0.9550,0.8575,25.3336,0.6456,0.4556
129.0000,58,192,8,22,0.7250,0.0400,0.8788,0.7945,0.7291,165.0000,0.2750,0.7250,0.2750,0.9600,0.8817,27.0383,0.6193,0.4293
129.5000,50,188,12,30,0.6250,0.0600,0.8065,0.7042,0.6147,225.0000,0.3750,0.6250,0.3750,0.9400,0.8350,26.4885,0.6157,0.4257
130.0000,61,189,11,19,0.7625,0.0550,0.8472,0.8026,0.7313,142.5000,0.2375,0.7625,0.2375,0.9450,0.8842,27.9489,0.6188,0.4288
130.5000,58,187,13,22,0.7250,0.0650,0.8169,0.7682,0.6853,165.0000,0.2750,0.7250,0.2750,0.9350,0.8650,24.3723,0.6142,0.4242
131.0000,58,191,9,22,0.7250,0.0450,0.8657,0.7891,0.7200,165.0000,0.2750,0.7250,0.2750,0.9550,0.8783,27.6902,0.6415,0.4515
131.5000,48,189,11,32,0.6000,0.0550,0.8136,0.6906,0.6037,240.0000,0.4000,0.6000,0.4000,0.9450,0.8300,25.4701,0.6414,0.4514
132.0000,61,190,10,19,0.7625,0.0500,0.8592,0.8079,0.7398,142.5000,0.2375,0.7625,0.2375,0.9500,0.8875,27.2282,0.6158,0.4258
132.5000,60,192,8,20,0.7500,0.0400,0.8824,0.8108,0.7480,150.0000,0.2500,0.7500,0.2500,0.9600,0.8900,26.9009,0.6353,0.4453
133.0000,64,189,11,16,0.8000,0.0550,0.8533,0.8258,0.7600,120.0000,0.2000,0.8000,0.2000,0.9450,0.8967,25.5476,0.6103,0.4203
133.5000,60,189,11,20,0.7500,0.0550,0.8451,0.7947,0.7217,150.0000,0.2500,0.7500,0.2500,0.9450,0.8800,23.0641,0.6235,0.4335
134.0000,55,187,13,25,0.6875,0.0650,0.8088,0.7432,0.6558,187.5000,0.3125,0.6875,0.3125,0.9350,0.8525,26.5827,0.6263,0.4363
134.5000,64,190,10,16,0.8000,0.0500,0.8649,0.8312,0.7684,120.0000,0.2000,0.8000,0.2000,0.9500,0.9000,26.9434,0.6233,0.4333
135.0000,53,192,8,27,0.6625,0.0400,0.8689,0.7518,0.6813,202.5000,0.3375,0.6625,0.3375,0.9600,0.8608,23.3657,0.6368,0.4468
135.5000,62,190,10,18,0.7750,0.0500,0.8611,0.8158,0.7494,135.0000,0.2250,0.7750,0.2250,0.9500,0.8917,25.5140,0.6134,0.4234
136.0000,57,191,9,23,0.7125,0.0450,0.8636,0.7808,0.7104,172.5000,0.2875,0.7125,0.2875,0.9550,0.8742,27.5580,0.6252,0.4352
136.5000,59,191,9,21,0.7375,0.0450,0.8676,0.7973,0.7296,157.5000,0.2625,0.7375,0.2625,0.9550,0.8825,28.0623,0.6462,0.4562
137.0000,52,190,10,28,0.6500,0.0500,0.8387,0.7324,0.6528,210.0000,0.3500,0.6500,0.3500,0.9500,0.8500,23.0972,0.6337,0.4437
137.5000,61,184,16,19,0.7625,0.0800,0.7922,0.7771,0.6905,142.5000,0.2375,0.7625,0.2375,0.9200,0.8675,24.8106,0.6411,0.4511
138.0000,57,185,15,23,0.7125,0.0750,0.7917,0.7500,0.6589,172.5000,0.2875,0.7125,0.2875,0.9250,0.8542,26.6653,0.6493,0.4593
138.5000,58,188,12,22,0.7250,0.0600,0.8286,0.7733,0.6938,165.0000,0.2750,0.7250,0.2750,0.9400,0.8683,28.0568,0.6264,0.4364
139.0000,61,190,10,19,0.7625,0.0500,0.8592,0.8079,0.7398,142.5000,0.2375,0.7625,0.2375,0.9500,0.8875,22.6704,0.6166,0.4266
139.5000,61,188,12,19,0.7625,0.0600,0.8356,0.7974,0.7229,142.5000,0.2375,0.7625,0.2375,0.9400,0.8808,22.6319,0.6338,0.4438
140.0000,58,188,12,22,0.7250,0.0600,0.8286,0.7733,0.6938,165.0000,0.2750,0.7250,0.2750,0.9400,0.8683,27.7734,0.6378,0.4478
140.5000,60,188,12,20,0.7500,0.0600,0.8333,0.7895,0.7132,150.0000,0.2500,0.7500,0.2500,0.9400,0.8767,23.8980,0.6355,0.4455
141.0000,61,189,11,19,0.7625,0.0550,0.8472,0.8026,0.7313,142.5000,0.2375,0.7625,0.2375,0.9450,0.8842,22.4136,0.6138,0.4238
141.5000,58,193,7,22,0.7250,0.0350,0.8923,0.8000,0.7383,165.0000,0.2750,0.7250,0.2750,0.9650,0.8850,25.1175,0.6212,0.4312
142.0000,55,188,12,25,0.6875,0.0600,0.8209,0.7483,0.6644,187.5000,0.3125,0.6875,0.3125,0.9400,0.8558,22.7571,0.6385,0.4485
142.5000,55,193,7,25,0.6875,0.0350,0.8871,0.7746,0.7099,187.5000,0.3125,0.6875,0.3125,0.9650,0.8725,25.5773,0.6178,0.4278
143.0000,60,198,2,20,0.7500,0.0100,0.9677,0.8451,0.8051,150.0000,0.2500,0.7500,0.2500,0.9900,0.9100,24.2161,0.6396,0.4496
143.5000,56,189,11,24,0.7000,0.0550,0.8358,0.7619,0.6830,180.0000,0.3000,0.7000,0.3000,0.9450,0.8633,22.9052,0.6403,0.4503
144.0000,60,192,8,20,0.7500,0.0400,0.8824,0.8108,0.7480,150.0000,0.2500,0.7500,0.2500,0.9600,0.8900,27.4734,0.6460,0.4560
144.5000,57,193,7,23,0.7125,0.0350,0.8906,0.7917,0.7289,172.5000,0.2875,0.7125,0.2875,0.9650,0.8808,26.8728,0.6228,0.4328
145.0000,63,184,16,17,0.7875,0.0800,0.7975,0.7925,0.7102,127.5000,0.2125,0.7875,0.2125,0.9200,0.8758,26.9895,0.6409,0.4509
145.5000,55,183,17,25,0.6875,0.0850,0.7639,0.7237,0.6228,187.5000,0.3125,0.6875,0.3125,0.9150,0.8392,26.4056,0.6191,0.4291
146.0000,60,188,12,20,0.7500,0.0600,0.8333,0.7895,0.7132,150.0000,0.2500,0.7500,0.2500,0.9400,0.8767,25.3250,0.6404,0.4504
146.5000,56,194,6,24,0.7000,0.0300,0.9032,0.7887,0.7290,180.0000,0.3000,0.7000,0.3000,0.9700,0.8800,22.7283,0.6104,0.4204
147.0000,58,190,10,22,0.7250,0.0500,0.8529,0.7838,0.7111,165.0000,0.2750,0.7250,0.2750,0.9500,0.8750,24.8590,0.6281,0.4381
147.5000,53,195,5,27,0.6625,0.0250,0.9138,0.7681,0.7106,202.5000,0.3375,0.6625,0.3375,0.9750,0.8708,27.5989,0.6118,0.4218
148.0000,58,196,4,22,0.7250,0.0200,0.9355,0.8169,0.7671,165.0000,0.2750,0.7250,0.2750,0.9800,0.8950,26.5037,0.6341,0.4441
148.5000,48,188,12,32,0.6000,0.0600,0.8000,0.6857,0.5945,240.0000,0.4000,0.6000,0.4000,0.9400,0.8267,24.9053,0.6198,0.4298
149.0000,57,187,13,23,0.7125,0.0650,0.8143,0.7600,0.6755,172.5000,0.2875,0.7125,0.2875,0.9350,0.8608,23.5561,0.6146,0.4246
149.5000,59,188,12,21,0.7375,0.0600,0.8310,0.7815,0.7035,157.5000,0.2625,0.7375,0.2625,0.9400,0.8725,25.3313,0.6155,0.4255
150.0000,59,191,9,21,0.7375,0.0450,0.8676,0.7973,0.7296,157.5000,0.2625,0.7375,0.2625,0.9550,0.8825,27.3947,0.6482,0.4582
150.5000,56,185,15,24,0.7000,0.0750,0.7887,0.7417,0.6490,180.0000,0.3000,0.7000,0.3000,0.9250,0.8500,27.3129,0.6129,0.4229
151.0000,49,192,8,31,0.6125,0.0400,0.8596,0.7153,0.6423,232.5000,0.3875,0.6125,0.3875,0.9600,0.8442,26.0885,0.6276,0.4376
151.5000,54,188,12,26,0.6750,0.0600,0.8182,0.7397,0.6546,195.0000,0.3250,0.6750,0.3250,0.9400,0.8517,22.5829,0.6215,0.4315
152.0000,58,187,13,22,0.7250,0.0650,0.8169,0.7682,0.6853,165.0000,0.2750,0.7250,0.2750,0.9350,0.8650,26.4359,0.6500,0.4600
152.5000,52,193,7,28,0.6500,0.0350,0.8814,0.7482,0.6813,210.0000,0.3500,0.6500,0.3500,0.9650,0.8600,23.4163,0.6292,0.4392
153.0000,62,192,8,18,0.7750,0.0400,0.8857,0.8267,0.7668,135.0000,0.2250,0.7750,0.2250,0.9600,0.8983,25.3254,0.6388,0.4488
153.5000,52,189,11,28,0.6500,0.0550,0.8254,0.7273,0.6437,210.0000,0.3500,0.6500,0.3500,0.9450,0.8467,24.2294,0.6395,0.4495
154.0000,59,180,20,21,0.7375,0.1000,0.7468,0.7421,0.6399,157.5000,0.2625,0.7375,0.2625,0.9000,0.8458,26.7194,0.6167,0.4267
154.5000,56,186,14,24,0.7000,0.0700,0.8000,0.7467,0.6573,180.0000,0.3000,0.7000,0.3000,0.9300,0.8533,25.6468,0.6382,0.4482
155.0000,52,191,9,28,0.6500,0.0450,0.8525,0.7376,0.6621,210.0000,0.3500,0.6500,0.3500,0.9550,0.8533,24.6349,0.6134,0.4234
155.5000,55,192,8,25,0.6875,0.0400,0.8730,0.7692,0.7005,187.5000,0.3125,0.6875,0.3125,0.9600,0.8692,22.7634,0.6273,0.4373
156.0000,56,189,11,24,0.7000,0.0550,0.8358,0.7619,0.6830,180.0000,0.3000,0.7000,0.3000,0.9450,0.8633,27.5376,0.6132,0.4232
156.5000,56,190,10,24,0.7000,0.0500,0.8485,0.7671,0.6918,180.0000,0.3000,0.7000,0.3000,0.9500,0.8667,23.9410,0.6433,0.4533
157.0000,51,191,9,29,0.6375,0.0450,0.8500,0.7286,0.6523,217.5000,0.3625,0.6375,0.3625,0.9550,0.8492,24.5841,0.6471,0.4571
157.5000,64,191,9,16,0.8000,0.0450,0.8767,0.8366,0.7769,120.0000,0.2000,0.8000,0.2000,0.9550,0.9033,24.8649,0.6190,0.4290
158.0000,59,194,6,21,0.7375,0.0300,0.9077,0.8138,0.7570,157.5000,0.2625,0.7375,0.2625,0.9700,0.8925,24.5256,0.6468,0.4568
158.5000,55,184,16,25,0.6875,0.0800,0.7746,0.7285,0.6308,187.5000,0.3125,0.6875,0.3125,0.9200,0.8425,24.5858,0.6189,0.4289
159.0000,54,189,11,26,0.6750,0.0550,0.8308,0.7448,0.6634,195.0000,0.3250,0.6750,0.3250,0.9450,0.8550,24.9970,0.6325,0.4425
159.5000,60,188,12,20,0.7500,0.0600,0.8333,0.7895,0.7132,150.0000,0.2500,0.7500,0.2500,0.9400,0.8767,23.8960,0.6429,0.4529
160.0000,48,186,14,32,0.6000,0.0700,0.7742,0.6761,0.5766,240.0000,0.4000,0.6000,0.4000,0.9300,0.8200,24.5331,0.6367,0.4467
160.5000,60,188,12,20,0.7500,0.0600,0.8333,0.7895,0.7132,150.0000,0.2500,0.7500,0.2500,0.9400,0.8767,27.3029,0.6282,0.4382
161.0000,61,187,13,19,0.7625,0.0650,0.8243,0.7922,0.7146,142.5000,0.2375,0.7625,0.2375,0.9350,0.8775,24.1672,0.6325,0.4425
161.5000,57,194,6,23,0.7125,0.0300,0.9048,0.7972,0.7384,172.5000,0.2875,0.7125,0.2875,0.9700,0.8842,25.7601,0.6438,0.4538
162.0000,50,193,7,30,0.6250,0.0350,0.8772,0.7299,0.6619,225.0000,0.3750,0.6250,0.3750,0.9650,0.8517,23.2924,0.6398,0.4498
162.5000,52,192,8,28,0.6500,0.0400,0.8667,0.7429,0.6716,210.0000,0.3500,0.6500,0.3500,0.9600,0.8567,23.2825,0.6285,0.4385
163.0000,59,191,9,21,0.7375,0.0450,0.8676,0.7973,0.7296,157.5000,0.2625,0.7375,0.2625,0.9550,0.8825,26.1468,0.6188,0.4288
163.5000,61,191,9,19,0.7625,0.0450,0.8714,0.8133,0.7486,142.5000,0.2375,0.7625,0.2375,0.9550,0.8908,25.6957,0.6217,0.4317
164.0000,61,186,14,19,0.7625,0.0700,0.8133,0.7871,0.7064,142.5000,0.2375,0.7625,0.2375,0.9300,0.8742,24.1239,0.6319,0.4419
164.5000,58,192,8,22,0.7250,0.0400,0.8788,0.7945,0.7291,165.0000,0.2750,0.7250,0.2750,0.9600,0.8817,27.5499,0.6217,0.4317
165.0000,60,190,10,20,0.7500,0.0500,0.8571,0.8000,0.7303,150.0000,0.2500,0.7500,0.2500,0.9500,0.8833,23.9128,0.6297,0.4397
165.5000,56,192,8,24,0.7000,0.0400,0.8750,0.7778,0.7100,180.0000,0.3000,0.7000,0.3000,0.9600,0.8733,22.5482,0.6270,0.4370
166.0000,47,190,10,33,0.5875,0.0500,0.8246,0.6861,0.6030,247.5000,0.4125,0.5875,0.4125,0.9500,0.8292,22.5861,0.6288,0.4388
166.5000,56,181,19,24,0.7000,0.0950,0.7467,0.7226,0.6172,180.0000,0.3000,0.7000,0.3000,0.9050,0.8367,23.2050,0.6350,0.4450
167.0000,58,185,15,22,0.7250,0.0750,0.7945,0.7582,0.6688,165.0000,0.2750,0.7250,0.2750,0.9250,0.8583,27.8443,0.6261,0.4361
167.5000,54,192,8,26,0.6750,0.0400,0.8710,0.7606,0.6909,195.0000,0.3250,0.6750,0.3250,0.9600,0.8650,25.9386,0.6217,0.4317
168.0000,59,192,8,21,0.7375,0.0400,0.8806,0.8027,0.7385,157.5000,0.2625,0.7375,0.2625,0.9600,0.8858,23.4063,0.6218,0.4318
168.5000,54,192,8,26,0.6750,0.0400,0.8710,0.7606,0.6909,195.0000,0.3250,0.6750,0.3250,0.9600,0.8650,22.8089,0.6319,0.4419
169.0000,53,187,13,27,0.6625,0.0650,0.8030,0.7260,0.6359,202.5000,0.3375,0.6625,0.3375,0.9350,0.8442,23.7661,0.6429,0.4529
169.5000,59,190,10,21,0.7375,0.0500,0.8551,0.7919,0.7207,157.5000,0.2625,0.7375,0.2625,0.9500,0.8792,23.7922,0.6137,0.4237
170.0000,51,191,9,29,0.6375,0.0450,0.8500,0.7286,0.6523,217.5000,0.3625,0.6375,0.3625,0.9550,0.8492,22.7969,0.6144,0.4244
170.5000,58,193,7,22,0.7250,0.0350,0.8923,0.8000,0.7383,165.0000,0.2750,0.7250,0.2750,0.9650,0.8850,26.3195,0.6384,0.4484
171.0000,54,188,12,26,0.6750,0.0600,0.8182,0.7397,0.6546,195.0000,0.3250,0.6750,0.3250,0.9400,0.8517,25.0323,0.6202,0.4302
171.5000,53,190,10,27,0.6625,0.0500,0.8413,0.7413,0.6626,202.5000,0.3375,0.6625,0.3375,0.9500,0.8542,25.2713,0.6313,0.4413
172.0000,68,192,8,12,0.8500,0.0400,0.8947,0.8718,0.8229,90.0000,0.1500,0.8500,0.1500,0.9600,0.9233,22.9735,0.6481,0.4581
172.5000,56,193,7,24,0.7000,0.0350,0.8889,0.7832,0.7194,180.0000,0.3000,0.7000,0.3000,0.9650,0.8767,27.2801,0.6204,0.4304
173.0000,59,189,11,21,0.7375,0.0550,0.8429,0.7867,0.7120,157.5000,0.2625,0.7375,0.2625,0.9450,0.8758,25.0581,0.6131,0.4231
173.5000,54,188,12,26,0.6750,0.0600,0.8182,0.7397,0.6546,195.0000,0.3250,0.6750,0.3250,0.9400,0.8517,25.7213,0.6398,0.4498
174.0000,56,190,10,24,0.7000,0.0500,0.8485,0.7671,0.6918,180.0000,0.3000,0.7000,0.3000,0.9500,0.8667,27.2331,0.6262,0.4362
174.5000,57,184,16,23,0.7125,0.0800,0.7808,0.7451,0.6508,172.5000,0.2875,0.7125,0.2875,0.9200,0.8508,24.6702,0.6464,0.4564
175.0000,59,194,6,21,0.7375,0.0300,0.9077,0.8138,0.7570,157.5000,0.2625,0.7375,0.2625,0.9700,0.8925,23.0474,0.6472,0.4572
175.5000,64,193,7,16,0.8000,0.0350,0.9014,0.8477,0.7944,120.0000,0.2000,0.8000,0.2000,0.9650,0.9100,28.0471,0.6284,0.4384
176.0000,58,188,12,22,0.7250,0.0600,0.8286,0.7733,0.6938,165.0000,0.2750,0.7250,0.2750,0.9400,0.8683,22.7394,0.6183,0.4283
176.5000,61,187,13,19,0.7625,0.0650,0.8243,0.7922,0.7146,142.5000,0.2375,0.7625,0.2375,0.9350,0.8775,22.3344,0.6449,0.4549
177.0000,58,188,12,22,0.7250,0.0600,0.8286,0.7733,0.6938,165.0000,0.2750,0.7250,0.2750,0.9400,0.8683,27.8723,0.6471,0.4571
177.5000,46,186,14,34,0.5750,0.0700,0.7667,0.6571,0.5560,255.0000,0.4250,0.5750,0.4250,0.9300,0.8117,23.5183,0.6332,0.4432
178.0000,64,191,9,16,0.8000,0.0450,0.8767,0.8366,0.7769,120.0000,0.2000,0.8000,0.2000,0.9550,0.9033,24.0782,0.6496,0.4596
178.5000,57,186,14,23,0.7125,0.0700,0.8028,0.7550,0.6672,172.5000,0.2875,0.7125,0.2875,0.9300,0.8575,26.8342,0.6122,0.4222
179.0000,60,194,6,20,0.7500,0.0300,0.9091,0.8219,0.7663,150.0000,0.2500,0.7500,0.2500,0.9700,0.8967,25.7544,0.6265,0.4365
179.5000,59,187,13,21,0.7375,0.0650,0.8194,0.7763,0.6951,157.5000,0.2625,0.7375,0.2625,0.9350,0.8692,22.4957,0.6464,0.4564
180.0000,53,190,10,27,0.6625,0.0500,0.8413,0.7413,0.6626,202.5000,0.3375,0.6625,0.3375,0.9500,0.8542,27.8833,0.6465,0.4565
180.5000,59,192,8,21,0.7375,0.0400,0.8806,0.8027,0.7385,157.5000,0.2625,0.7375,0.2625,0.9600,0.8858,26.8624,0.6120,0.4220
181.0000,57,187,13,23,0.7125,0.0650,0.8143,0.7600,0.6755,172.5000,0.2875,0.7125,0.2875,0.9350,0.8608,23.4078,0.6136,0.4236
181.5000,61,194,6,19,0.7625,0.0300,0.9104,0.8299,0.7756,142.5000,0.2375,0.7625,0.2375,0.9700,0.9008,25.1394,0.6166,0.4266
182.0000,62,189,11,18,0.7750,0.0550,0.8493,0.8105,0.7409,135.0000,0.2250,0.7750,0.2250,0.9450,0.8883,25.9267,0.6470,0.4570
182.5000,53,186,14,27,0.6625,0.0700,0.7910,0.7211,0.6274,202.5000,0.3375,0.6625,0.3375,0.9300,0.8408,23.3312,0.6337,0.4437
183.0000,50,191,9,30,0.6250,0.0450,0.8475,0.7194,0.6425,225.0000,0.3750,0.6250,0.3750,0.9550,0.8450,25.0220,0.6211,0.4311
183.5000,56,189,11,24,0.7000,0.0550,0.8358,0.7619,0.6830,180.0000,0.3000,0.7000,0.3000,0.9450,0.8633,24.2851,0.6114,0.4214
184.0000,62,192,8,18,0.7750,0.0400,0.8857,0.8267,0.7668,135.0000,0.2250,0.7750,0.2250,0.9600,0.8983,28.0342,0.6487,0.4587
184.5000,57,186,14,23,0.7125,0.0700,0.8028,0.7550,0.6672,172.5000,0.2875,0.7125,0.2875,0.9300,0.8575,26.1276,0.6152,0.4252
185.0000,61,192,8,19,0.7625,0.0400,0.8841,0.8188,0.7574,142.5000,0.2375,0.7625,0.2375,0.9600,0.8942,25.0429,0.6237,0.4337
185.5000,61,189,11,19,0.7625,0.0550,0.8472,0.8026,0.7313,142.5000,0.2375,0.7625,0.2375,0.9450,0.8842,26.6191,0.6106,0.4206
186.0000,59,190,10,21,0.7375,0.0500,0.8551,0.7919,0.7207,157.5000,0.2625,0.7375,0.2625,0.9500,0.8792,24.2319,0.6289,0.4389
186.5000,53,189,11,27,0.6625,0.0550,0.8281,0.7361,0.6536,202.5000,0.3375,0.6625,0.3375,0.9450,0.8508,25.3416,0.6243,0.4343
187.0000,59,188,12,21,0.7375,0.0600,0.8310,0.7815,0.7035,157.5000,0.2625,0.7375,0.2625,0.9400,0.8725,27.9014,0.6492,0.4592
187.5000,60,189,11,20,0.7500,0.0550,0.8451,0.7947,0.7217,150.0000,0.2500,0.7500,0.2500,0.9450,0.8800,27.7155,0.6462,0.4562
188.0000,61,191,9,19,0.7625,0.0450,0.8714,0.8133,0.7486,142.5000,0.2375,0.7625,0.2375,0.9550,0.8908,25.5077,0.6381,0.4481
188.5000,53,194,6,27,0.6625,0.0300,0.8983,0.7626,0.7006,202.5000,0.3375,0.6625,0.3375,0.9700,0.8675,24.9125,0.6316,0.4416
189.0000,57,188,12,23,0.7125,0.0600,0.8261,0.7651,0.6840,172.5000,0.2875,0.7125,0.2875,0.9400,0.8642,26.7931,0.6304,0.4404
189.5000,57,188,12,23,0.7125,0.0600,0.8261,0.7651,0.6840,172.5000,0.2875,0.7125,0.2875,0.9400,0.8642,27.0915,0.6133,0.4233
190.0000,48,186,14,32,0.6000,0.0700,0.7742,0.6761,0.5766,240.0000,0.4000,0.6000,0.4000,0.9300,0.8200,26.9177,0.6317,0.4417
190.5000,62,191,9,18,0.7750,0.0450,0.8732,0.8212,0.7580,135.0000,0.2250,0.7750,0.2250,0.9550,0.8950,26.6838,0.6102,0.4202
191.0000,60,190,10,20,0.7500,0.0500,0.8571,0.8000,0.7303,150.0000,0.2500,0.7500,0.2500,0.9500,0.8833,22.5248,0.6238,0.4338
191.5000,51,187,13,29,0.6375,0.0650,0.7969,0.7083,0.6159,217.5000,0.3625,0.6375,0.3625,0.9350,0.8358,27.5560,0.6243,0.4343
192.0000,55,188,12,25,0.6875,0.0600,0.8209,0.7483,0.6644,187.5000,0.3125,0.6875,0.3125,0.9400,0.8558,27.8851,0.6220,0.4320
192.5000,60,188,12,20,0.7500,0.0600,0.8333,0.7895,0.7132,150.0000,0.2500,0.7500,0.2500,0.9400,0.8767,23.6605,0.6118,0.4218
193.0000,58,192,8,22,0.7250,0.0400,0.8788,0.7945,0.7291,165.0000,0.2750,0.7250,0.2750,0.9600,0.8817,22.6543,0.6398,0.4498
193.5000,61,183,17,19,0.7625,0.0850,0.7821,0.7722,0.6827,142.5000,0.2375,0.7625,0.2375,0.9150,0.8642,27.8286,0.6121,0.4221
194.0000,58,186,14,22,0.7250,0.0700,0.8056,0.7632,0.6770,165.0000,0.2750,0.7250,0.2750,0.9300,0.8617,26.2997,0.6319,0.4419
194.5000,65,191,9,15,0.8125,0.0450,0.8784,0.8442,0.7863,112.5000,0.1875,0.8125,0.1875,0.9550,0.9075,24.8216,0.6133,0.4233
