time_s,tp,tn,fp,fn,dr,fpr,precision,f1,mcc,atk_error_m,rsr,amsr,i_leak,mcar,nsd,detection_ms,trust_score,cnn_conf
195.0000,54,187,13,26,0.6750,0.0650,0.8060,0.7347,0.6459,195.0000,0.3250,0.6750,0.3250,0.9350,0.8483,27.9813,0.6176,0.4276
195.5000,64,186,14,16,0.8000,0.0700,0.8205,0.8101,0.7356,120.0000,0.2000,0.8000,0.2000,0.9300,0.8867,25.5699,0.6214,0.4314
196.0000,54,190,10,26,0.6750,0.0500,0.8438,0.7500,0.6724,195.0000,0.3250,0.6750,0.3250,0.9500,0.8583,27.3576,0.6386,0.4486
196.5000,56,188,12,24,0.7000,0.0600,0.8235,0.7568,0.6742,180.0000,0.3000,0.7000,0.3000,0.9400,0.8600,22.9741,0.6372,0.4472
197.0000,52,187,13,28,0.6500,0.0650,0.8000,0.7172,0.6260,210.0000,0.3500,0.6500,0.3500,0.9350,0.8400,25.6379,0.6400,0.4500
197.5000,59,189,11,21,0.7375,0.0550,0.8429,0.7867,0.7120,157.5000,0.2625,0.7375,0.2625,0.9450,0.8758,22.4750,0.6187,0.4287
198.0000,55,191,9,25,0.6875,0.0450,0.8594,0.7639,0.6912,187.5000,0.3125,0.6875,0.3125,0.9550,0.8658,27.6227,0.6432,0.4532
198.5000,65,188,12,15,0.8125,0.0600,0.8442,0.8280,0.7613,112.5000,0.1875,0.8125,0.1875,0.9400,0.8975,28.0217,0.6458,0.4558
199.0000,63,189,11,17,0.7875,0.0550,0.8514,0.8182,0.7504,127.5000,0.2125,0.7875,0.2125,0.9450,0.8925,25.8620,0.6182,0.4282
199.5000,59,192,8,21,0.7375,0.0400,0.8806,0.8027,0.7385,157.5000,0.2625,0.7375,0.2625,0.9600,0.8858,25.1198,0.6351,0.4451
200.0000,52,188,12,28,0.6500,0.0600,0.8125,0.7222,0.6347,210.0000,0.3500,0.6500,0.3500,0.9400,0.8433,27.8166,0.6418,0.4518
200.5000,62,191,9,18,0.7750,0.0450,0.8732,0.8212,0.7580,135.0000,0.2250,0.7750,0.2250,0.9550,0.8950,22.4858,0.6136,0.4236
201.0000,53,185,15,27,0.6625,0.0750,0.7794,0.7162,0.6189,202.5000,0.3375,0.6625,0.3375,0.9250,0.8375,24.5380,0.6488,0.4588
201.5000,59,191,9,21,0.7375,0.0450,0.8676,0.7973,0.7296,157.5000,0.2625,0.7375,0.2625,0.9550,0.8825,26.6092,0.6361,0.4461
202.0000,62,191,9,18,0.7750,0.0450,0.8732,0.8212,0.7580,135.0000,0.2250,0.7750,0.2250,0.9550,0.8950,24.7525,0.6204,0.4304
202.5000,62,190,10,18,0.7750,0.0500,0.8611,0.8158,0.7494,135.0000,0.2250,0.7750,0.2250,0.9500,0.8917,25.6796,0.6177,0.4277
203.0000,53,192,8,27,0.6625,0.0400,0.8689,0.7518,0.6813,202.5000,0.3375,0.6625,0.3375,0.9600,0.8608,26.4514,0.6364,0.4464
203.5000,58,193,7,22,0.7250,0.0350,0.8923,0.8000,0.7383,165.0000,0.2750,0.7250,0.2750,0.9650,0.8850,23.7647,0.6182,0.4282
204.0000,59,187,13,21,0.7375,0.0650,0.8194,0.7763,0.6951,157.5000,0.2625,0.7375,0.2625,0.9350,0.8692,27.9849,0.6481,0.4581
204.5000,52,193,7,28,0.6500,0.0350,0.8814,0.7482,0.6813,210.0000,0.3500,0.6500,0.3500,0.9650,0.8600,25.9877,0.6335,0.4435
205.0000,57,196,4,23,0.7125,0.0200,0.9344,0.8085,0.7579,172.5000,0.2875,0.7125,0.2875,0.9800,0.8908,22.9642,0.6474,0.4574
205.5000,53,187,13,27,0.6625,0.0650,0.8030,0.7260,0.6359,202.5000,0.3375,0.6625,0.3375,0.9350,0.8442,23.8119,0.6392,0.4492
206.0000,58,187,13,22,0.7250,0.0650,0.8169,0.7682,0.6853,165.0000,0.2750,0.7250,0.2750,0.9350,0.8650,22.7692,0.6305,0.4405
206.5000,58,193,7,22,0.7250,0.0350,0.8923,0.8000,0.7383,165.0000,0.2750,0.7250,0.2750,0.9650,0.8850,24.0032,0.6465,0.4565
207.0000,59,190,10,21,0.7375,0.0500,0.8551,0.7919,0.7207,157.5000,0.2625,0.7375,0.2625,0.9500,0.8792,26.8422,0.6225,0.4325
207.5000,52,191,9,28,0.6500,0.0450,0.8525,0.7376,0.6621,210.0000,0.3500,0.6500,0.3500,0.9550,0.8533,24.9706,0.6161,0.4261
208.0000,60,190,10,20,0.7500,0.0500,0.8571,0.8000,0.7303,150.0000,0.2500,0.7500,0.2500,0.9500,0.8833,27.1485,0.6438,0.4538
208.5000,57,187,13,23,0.7125,0.0650,0.8143,0.7600,0.6755,172.5000,0.2875,0.7125,0.2875,0.9350,0.8608,23.5178,0.6291,0.4391
209.0000,55,192,8,25,0.6875,0.0400,0.8730,0.7692,0.7005,187.5000,0.3125,0.6875,0.3125,0.9600,0.8692,23.0211,0.6191,0.4291
209.5000,52,188,12,28,0.6500,0.0600,0.8125,0.7222,0.6347,210.0000,0.3500,0.6500,0.3500,0.9400,0.8433,22.4253,0.6500,0.4600
210.0000,59,193,7,21,0.7375,0.0350,0.8939,0.8082,0.7477,157.5000,0.2625,0.7375,0.2625,0.9650,0.8892,25.4781,0.6449,0.4549
210.5000,55,191,9,25,0.6875,0.0450,0.8594,0.7639,0.6912,187.5000,0.3125,0.6875,0.3125,0.9550,0.8658,28.0134,0.6314,0.4414
211.0000,54,186,14,26,0.6750,0.0700,0.7941,0.7297,0.6374,195.0000,0.3250,0.6750,0.3250,0.9300,0.8450,23.1593,0.6269,0.4369
211.5000,59,187,13,21,0.7375,0.0650,0.8194,0.7763,0.6951,157.5000,0.2625,0.7375,0.2625,0.9350,0.8692,28.0080,0.6479,0.4579
212.0000,56,196,4,24,0.7000,0.0200,0.9333,0.8000,0.7487,180.0000,0.3000,0.7000,0.3000,0.9800,0.8867,26.3801,0.6361,0.4461
212.5000,58,192,8,22,0.7250,0.0400,0.8788,0.7945,0.7291,165.0000,0.2750,0.7250,0.2750,0.9600,0.8817,24.0735,0.6364,0.4464
213.0000,56,189,11,24,0.7000,0.0550,0.8358,0.7619,0.6830,180.0000,0.3000,0.7000,0.3000,0.9450,0.8633,22.4439,0.6300,0.4400
213.5000,54,188,12,26,0.6750,0.0600,0.8182,0.7397,0.6546,195.0000,0.3250,0.6750,0.3250,0.9400,0.8517,24.2847,0.6381,0.4481
214.0000,56,186,14,24,0.7000,0.0700,0.8000,0.7467,0.6573,180.0000,0.3000,0.7000,0.3000,0.9300,0.8533,22.7288,0.6271,0.4371
214.5000,61,191,9,19,0.7625,0.0450,0.8714,0.8133,0.7486,142.5000,0.2375,0.7625,0.2375,0.9550,0.8908,25.4622,0.6130,0.4230
215.0000,61,189,11,19,0.7625,0.0550,0.8472,0.8026,0.7313,142.5000,0.2375,0.7625,0.2375,0.9450,0.8842,27.5729,0.6256,0.4356
215.5000,65,188,12,15,0.8125,0.0600,0.8442,0.8280,0.7613,112.5000,0.1875,0.8125,0.1875,0.9400,0.8975,25.2312,0.6361,0.4461
216.0000,57,188,12,23,0.7125,0.0600,0.8261,0.7651,0.6840,172.5000,0.2875,0.7125,0.2875,0.9400,0.8642,23.4778,0.6175,0.4275
216.5000,56,187,13,24,0.7000,0.0650,0.8116,0.7517,0.6657,180.0000,0.3000,0.7000,0.3000,0.9350,0.8567,25.6271,0.6116,0.4216
217.0000,54,189,11,26,0.6750,0.0550,0.8308,0.7448,0.6634,195.0000,0.3250,0.6750,0.3250,0.9450,0.8550,25.9987,0.6402,0.4502
217.5000,64,191,9,16,0.8000,0.0450,0.8767,0.8366,0.7769,120.0000,0.2000,0.8000,0.2000,0.9550,0.9033,25.0871,0.6314,0.4414
218.0000,51,194,6,29,0.6375,0.0300,0.8947,0.7445,0.6816,217.5000,0.3625,0.6375,0.3625,0.9700,0.8592,22.5989,0.6314,0.4414
218.5000,58,192,8,22,0.7250,0.0400,0.8788,0.7945,0.7291,165.0000,0.2750,0.7250,0.2750,0.9600,0.8817,25.7244,0.6348,0.4448
219.0000,58,191,9,22,0.7250,0.0450,0.8657,0.7891,0.7200,165.0000,0.2750,0.7250,0.2750,0.9550,0.8783,23.4668,0.6428,0.4528
219.5000,59,186,14,21,0.7375,0.0700,0.8082,0.7712,0.6869,157.5000,0.2625,0.7375,0.2625,0.9300,0.8658,24.9363,0.6430,0.4530
220.0000,55,187,13,25,0.6875,0.0650,0.8088,0.7432,0.6558,187.5000,0.3125,0.6875,0.3125,0.9350,0.8525,25.8553,0.6104,0.4204
220.5000,57,193,7,23,0.7125,0.0350,0.8906,0.7917,0.7289,172.5000,0.2875,0.7125,0.2875,0.9650,0.8808,23.9798,0.6435,0.4535
221.0000,55,193,7,25,0.6875,0.0350,0.8871,0.7746,0.7099,187.5000,0.3125,0.6875,0.3125,0.9650,0.8725,27.0868,0.6391,0.4491
221.5000,54,191,9,26,0.6750,0.0450,0.8571,0.7552,0.6816,195.0000,0.3250,0.6750,0.3250,0.9550,0.8617,24.9545,0.6109,0.4209
222.0000,56,186,14,24,0.7000,0.0700,0.8000,0.7467,0.6573,180.0000,0.3000,0.7000,0.3000,0.9300,0.8533,22.7433,0.6215,0.4315
222.5000,58,192,8,22,0.7250,0.0400,0.8788,0.7945,0.7291,165.0000,0.2750,0.7250,0.2750,0.9600,0.8817,24.7448,0.6241,0.4341
223.0000,59,186,14,21,0.7375,0.0700,0.8082,0.7712,0.6869,157.5000,0.2625,0.7375,0.2625,0.9300,0.8658,27.1736,0.6182,0.4282
223.5000,56,194,6,24,0.7000,0.0300,0.9032,0.7887,0.7290,180.0000,0.3000,0.7000,0.3000,0.9700,0.8800,22.5883,0.6347,0.4447
224.0000,63,189,11,17,0.7875,0.0550,0.8514,0.8182,0.7504,127.5000,0.2125,0.7875,0.2125,0.9450,0.8925,27.5855,0.6131,0.4231
224.5000,57,189,11,23,0.7125,0.0550,0.8382,0.7703,0.6927,172.5000,0.2875,0.7125,0.2875,0.9450,0.8675,22.9768,0.6383,0.4483
225.0000,58,191,9,22,0.7250,0.0450,0.8657,0.7891,0.7200,165.0000,0.2750,0.7250,0.2750,0.9550,0.8783,24.2059,0.6407,0.4507
225.5000,52,193,7,28,0.6500,0.0350,0.8814,0.7482,0.6813,210.0000,0.3500,0.6500,0.3500,0.9650,0.8600,27.1369,0.6133,0.4233
226.0000,59,187,13,21,0.7375,0.0650,0.8194,0.7763,0.6951,157.5000,0.2625,0.7375,0.2625,0.9350,0.8692,24.5286,0.6237,0.4337
226.5000,61,184,16,19,0.7625,0.0800,0.7922,0.7771,0.6905,142.5000,0.2375,0.7625,0.2375,0.9200,0.8675,22.3764,0.6349,0.4449
227.0000,53,190,10,27,0.6625,0.0500,0.8413,0.7413,0.6626,202.5000,0.3375,0.6625,0.3375,0.9500,0.8542,27.6873,0.6467,0.4567
227.5000,55,192,8,25,0.6875,0.0400,0.8730,0.7692,0.7005,187.5000,0.3125,0.6875,0.3125,0.9600,0.8692,26.2031,0.6467,0.4567
228.0000,56,186,14,24,0.7000,0.0700,0.8000,0.7467,0.6573,180.0000,0.3000,0.7000,0.3000,0.9300,0.8533,26.9665,0.6368,0.4468
228.5000,51,190,10,29,0.6375,0.0500,0.8361,0.7234,0.6430,217.5000,0.3625,0.6375,0.3625,0.9500,0.8458,25.0912,0.6132,0.4232
229.0000,57,189,11,23,0.7125,0.0550,0.8382,0.7703,0.6927,172.5000,0.2875,0.7125,0.2875,0.9450,0.8675,25.8132,0.6471,0.4571
229.5000,54,186,14,26,0.6750,0.0700,0.7941,0.7297,0.6374,195.0000,0.3250,0.6750,0.3250,0.9300,0.8450,25.3111,0.6295,0.4395
230.0000,56,192,8,24,0.7000,0.0400,0.8750,0.7778,0.7100,180.0000,0.3000,0.7000,0.3000,0.9600,0.8733,23.4703,0.6150,0.4250
230.5000,55,193,7,25,0.6875,0.0350,0.8871,0.7746,0.7099,187.5000,0.3125,0.6875,0.3125,0.9650,0.8725,22.9893,0.6135,0.4235
231.0000,54,189,11,26,0.6750,0.0550,0.8308,0.7448,0.6634,195.0000,0.3250,0.6750,0.3250,0.9450,0.8550,26.4109,0.6120,0.4220
231.5000,62,189,11,18,0.7750,0.0550,0.8493,0.8105,0.7409,135.0000,0.2250,0.7750,0.2250,0.9450,0.8883,22.6862,0.6339,0.4439
232.0000,58,191,9,22,0.7250,0.0450,0.8657,0.7891,0.7200,165.0000,0.2750,0.7250,0.2750,0.9550,0.8783,23.8277,0.6491,0.4591
232.5000,54,185,15,26,0.6750,0.0750,0.7826,0.7248,0.6290,195.0000,0.3250,0.6750,0.3250,0.9250,0.8417,25.8386,0.6444,0.4544
233.0000,53,187,13,27,0.6625,0.0650,0.8030,0.7260,0.6359,202.5000,0.3375,0.6625,0.3375,0.9350,0.8442,22.5100,0.6424,0.4524
233.5000,60,186,14,20,0.7500,0.0700,0.8108,0.7792,0.6967,150.0000,0.2500,0.7500,0.2500,0.9300,0.8700,27.5973,0.6117,0.4217
234.0000,57,191,9,23,0.7125,0.0450,0.8636,0.7808,0.7104,172.5000,0.2875,0.7125,0.2875,0.9550,0.8742,23.1361,0.6217,0.4317
234.5000,62,188,12,18,0.7750,0.0600,0.8378,0.8052,0.7325,135.0000,0.2250,0.7750,0.2250,0.9400,0.8850,26.4990,0.6173,0.4273
235.0000,55,185,15,25,0.6875,0.0750,0.7857,0.7333,0.6390,187.5000,0.3125,0.6875,0.3125,0.9250,0.8458,23.7092,0.6277,0.4377
235.5000,58,191,9,22,0.7250,0.0450,0.8657,0.7891,0.7200,165.0000,0.2750,0.7250,0.2750,0.9550,0.8783,22.7413,0.6243,0.4343
236.0000,58,191,9,22,0.7250,0.0450,0.8657,0.7891,0.7200,165.0000,0.2750,0.7250,0.2750,0.9550,0.8783,26.3649,0.6462,0.4562
236.5000,59,197,3,21,0.7375,0.0150,0.9516,0.8310,0.7861,157.5000,0.2625,0.7375,0.2625,0.9850,0.9025,24.9127,0.6332,0.4432
237.0000,57,186,14,23,0.7125,0.0700,0.8028,0.7550,0.6672,172.5000,0.2875,0.7125,0.2875,0.9300,0.8575,22.6630,0.6165,0.4265
237.5000,61,190,10,19,0.7625,0.0500,0.8592,0.8079,0.7398,142.5000,0.2375,0.7625,0.2375,0.9500,0.8875,27.2869,0.6498,0.4598
238.0000,53,190,10,27,0.6625,0.0500,0.8413,0.7413,0.6626,202.5000,0.3375,0.6625,0.3375,0.9500,0.8542,26.6721,0.6245,0.4345
238.5000,55,187,13,25,0.6875,0.0650,0.8088,0.7432,0.6558,187.5000,0.3125,0.6875,0.3125,0.9350,0.8525,27.6468,0.6360,0.4460
239.0000,56,194,6,24,0.7000,0.0300,0.9032,0.7887,0.7290,180.0000,0.3000,0.7000,0.3000,0.9700,0.8800,27.6569,0.6337,0.4437
239.5000,48,188,12,32,0.6000,0.0600,0.8000,0.6857,0.5945,240.0000,0.4000,0.6000,0.4000,0.9400,0.8267,23.0270,0.6309,0.4409
240.0000,50,181,19,30,0.6250,0.0950,0.7246,0.6711,0.5556,225.0000,0.3750,0.6250,0.3750,0.9050,0.8117,25.1470,0.6242,0.4342
240.5000,53,189,11,27,0.6625,0.0550,0.8281,0.7361,0.6536,202.5000,0.3375,0.6625,0.3375,0.9450,0.8508,23.2050,0.6161,0.4261
241.0000,56,192,8,24,0.7000,0.0400,0.8750,0.7778,0.7100,180.0000,0.3000,0.7000,0.3000,0.9600,0.8733,25.0216,0.6413,0.4513
241.5000,61,192,8,19,0.7625,0.0400,0.8841,0.8188,0.7574,142.5000,0.2375,0.7625,0.2375,0.9600,0.8942,25.2840,0.6429,0.4529
242.0000,65,193,7,15,0.8125,0.0350,0.9028,0.8553,0.8036,112.5000,0.1875,0.8125,0.1875,0.9650,0.9142,27.6001,0.6234,0.4334
242.5000,58,183,17,22,0.7250,0.0850,0.7733,0.7484,0.6529,165.0000,0.2750,0.7250,0.2750,0.9150,0.8517,26.8503,0.6304,0.4404
243.0000,59,189,11,21,0.7375,0.0550,0.8429,0.7867,0.7120,157.5000,0.2625,0.7375,0.2625,0.9450,0.8758,27.7678,0.6368,0.4468
243.5000,57,187,13,23,0.7125,0.0650,0.8143,0.7600,0.6755,172.5000,0.2875,0.7125,0.2875,0.9350,0.8608,27.6969,0.6196,0.4296
244.0000,60,190,10,20,0.7500,0.0500,0.8571,0.8000,0.7303,150.0000,0.2500,0.7500,0.2500,0.9500,0.8833,24.3028,0.6217,0.4317
244.5000,57,190,10,23,0.7125,0.0500,0.8507,0.7755,0.7015,172.5000,0.2875,0.7125,0.2875,0.9500,0.8708,22.7452,0.6437,0.4537
245.0000,60,190,10,20,0.7500,0.0500,0.8571,0.8000,0.7303,150.0000,0.2500,0.7500,0.2500,0.9500,0.8833,24.9996,0.6494,0.4594
245.5000,53,190,10,27,0.6625,0.0500,0.8413,0.7413,0.6626,202.5000,0.3375,0.6625,0.3375,0.9500,0.8542,25.3309,0.6307,0.4407
246.0000,60,190,10,20,0.7500,0.0500,0.8571,0.8000,0.7303,150.0000,0.2500,0.7500,0.2500,0.9500,0.8833,26.8449,0.6445,0.4545
246.5000,49,191,9,31,0.6125,0.0450,0.8448,0.7101,0.6326,232.5000,0.3875,0.6125,0.3875,0.9550,0.8408,23.4992,0.6455,0.4555
247.0000,54,190,10,26,0.6750,0.0500,0.8438,0.7500,0.6724,195.0000,0.3250,0.6750,0.3250,0.9500,0.8583,26.8245,0.6391,0.4491
247.5000,60,190,10,20,0.7500,0.0500,0.8571,0.8000,0.7303,150.0000,0.2500,0.7500,0.2500,0.9500,0.8833,24.0019,0.6376,0.4476
248.0000,50,183,17,30,0.6250,0.0850,0.7463,0.6803,0.5718,225.0000,0.3750,0.6250,0.3750,0.9150,0.8183,26.4653,0.6322,0.4422
248.5000,54,192,8,26,0.6750,0.0400,0.8710,0.7606,0.6909,195.0000,0.3250,0.6750,0.3250,0.9600,0.8650,25.9097,0.6292,0.4392
249.0000,58,191,9,22,0.7250,0.0450,0.8657,0.7891,0.7200,165.0000,0.2750,0.7250,0.2750,0.9550,0.8783,25.4640,0.6372,0.4472
249.5000,58,192,8,22,0.7250,0.0400,0.8788,0.7945,0.7291,165.0000,0.2750,0.7250,0.2750,0.9600,0.8817,24.5878,0.6212,0.4312
250.0000,52,188,12,28,0.6500,0.0600,0.8125,0.7222,0.6347,210.0000,0.3500,0.6500,0.3500,0.9400,0.8433,26.3993,0.6286,0.4386
250.5000,59,188,12,21,0.7375,0.0600,0.8310,0.7815,0.7035,157.5000,0.2625,0.7375,0.2625,0.9400,0.8725,24.1315,0.6113,0.4213
251.0000,58,183,17,22,0.7250,0.0850,0.7733,0.7484,0.6529,165.0000,0.2750,0.7250,0.2750,0.9150,0.8517,26.5224,0.6477,0.4577
251.5000,62,189,11,18,0.7750,0.0550,0.8493,0.8105,0.7409,135.0000,0.2250,0.7750,0.2250,0.9450,0.8883,25.3058,0.6322,0.4422
252.0000,62,191,9,18,0.7750,0.0450,0.8732,0.8212,0.7580,135.0000,0.2250,0.7750,0.2250,0.9550,0.8950,26.7119,0.6206,0.4306
252.5000,56,193,7,24,0.7000,0.0350,0.8889,0.7832,0.7194,180.0000,0.3000,0.7000,0.3000,0.9650,0.8767,25.9392,0.6424,0.4524
253.0000,56,190,10,24,0.7000,0.0500,0.8485,0.7671,0.6918,180.0000,0.3000,0.7000,0.3000,0.9500,0.8667,24.0218,0.6155,0.4255
253.5000,57,193,7,23,0.7125,0.0350,0.8906,0.7917,0.7289,172.5000,0.2875,0.7125,0.2875,0.9650,0.8808,25.4586,0.6350,0.4450
254.0000,53,193,7,27,0.6625,0.0350,0.8833,0.7571,0.6909,202.5000,0.3375,0.6625,0.3375,0.9650,0.8642,25.6960,0.6257,0.4357
254.5000,51,193,7,29,0.6375,0.0350,0.8793,0.7391,0.6716,217.5000,0.3625,0.6375,0.3625,0.9650,0.8558,26.3846,0.6413,0.4513
255.0000,58,189,11,22,0.7250,0.0550,0.8406,0.7785,0.7024,165.0000,0.2750,0.7250,0.2750,0.9450,0.8717,25.9807,0.6372,0.4472
255.5000,58,193,7,22,0.7250,0.0350,0.8923,0.8000,0.7383,165.0000,0.2750,0.7250,0.2750,0.9650,0.8850,24.7031,0.6466,0.4566
256.0000,61,186,14,19,0.7625,0.0700,0.8133,0.7871,0.7064,142.5000,0.2375,0.7625,0.2375,0.9300,0.8742,24.8973,0.6127,0.4227
256.5000,59,193,7,21,0.7375,0.0350,0.8939,0.8082,0.7477,157.5000,0.2625,0.7375,0.2625,0.9650,0.8892,25.5604,0.6238,0.4338
257.0000,59,186,14,21,0.7375,0.0700,0.8082,0.7712,0.6869,157.5000,0.2625,0.7375,0.2625,0.9300,0.8658,24.9345,0.6266,0.4366
257.5000,58,193,7,22,0.7250,0.0350,0.8923,0.8000,0.7383,165.0000,0.2750,0.7250,0.2750,0.9650,0.8850,23.6352,0.6281,0.4381
258.0000,50,184,16,30,0.6250,0.0800,0.7576,0.6849,0.5801,225.0000,0.3750,0.6250,0.3750,0.9200,0.8217,26.6821,0.6262,0.4362
258.5000,59,194,6,21,0.7375,0.0300,0.9077,0.8138,0.7570,157.5000,0.2625,0.7375,0.2625,0.9700,0.8925,27.0657,0.6397,0.4497
259.0000,61,190,10,19,0.7625,0.0500,0.8592,0.8079,0.7398,142.5000,0.2375,0.7625,0.2375,0.9500,0.8875,22.9759,0.6200,0.4300
259.5000,58,193,7,22,0.7250,0.0350,0.8923,0.8000,0.7383,165.0000,0.2750,0.7250,0.2750,0.9650,0.8850,23.5073,0.6215,0.4315
260.0000,58,194,6,22,0.7250,0.0300,0.9062,0.8056,0.7477,165.0000,0.2750,0.7250,0.2750,0.9700,0.8883,22.4445,0.6207,0.4307
260.5000,53,189,11,27,0.6625,0.0550,0.8281,0.7361,0.6536,202.5000,0.3375,0.6625,0.3375,0.9450,0.8508,28.0636,0.6471,0.4571
261.0000,56,192,8,24,0.7000,0.0400,0.8750,0.7778,0.7100,180.0000,0.3000,0.7000,0.3000,0.9600,0.8733,22.7174,0.6416,0.4516
261.5000,59,191,9,21,0.7375,0.0450,0.8676,0.7973,0.7296,157.5000,0.2625,0.7375,0.2625,0.9550,0.8825,26.9212,0.6298,0.4398
262.0000,57,195,5,23,0.7125,0.0250,0.9194,0.8028,0.7480,172.5000,0.2875,0.7125,0.2875,0.9750,0.8875,26.7917,0.6107,0.4207
262.5000,59,194,6,21,0.7375,0.0300,0.9077,0.8138,0.7570,157.5000,0.2625,0.7375,0.2625,0.9700,0.8925,26.7357,0.6119,0.4219
263.0000,56,190,10,24,0.7000,0.0500,0.8485,0.7671,0.6918,180.0000,0.3000,0.7000,0.3000,0.9500,0.8667,22.3381,0.6148,0.4248
263.5000,57,192,8,23,0.7125,0.0400,0.8769,0.7862,0.7196,172.5000,0.2875,0.7125,0.2875,0.9600,0.8775,26.6045,0.6228,0.4328
264.0000,53,190,10,27,0.6625,0.0500,0.8413,0.7413,0.6626,202.5000,0.3375,0.6625,0.3375,0.9500,0.8542,23.7969,0.6342,0.4442
264.5000,52,188,12,28,0.6500,0.0600,0.8125,0.7222,0.6347,210.0000,0.3500,0.6500,0.3500,0.9400,0.8433,26.2980,0.6191,0.4291
265.0000,56,189,11,24,0.7000,0.0550,0.8358,0.7619,0.6830,180.0000,0.3000,0.7000,0.3000,0.9450,0.8633,24.6653,0.6153,0.4253
265.5000,59,195,5,21,0.7375,0.0250,0.9219,0.8194,0.7665,157.5000,0.2625,0.7375,0.2625,0.9750,0.8958,23.9379,0.6205,0.4305
266.0000,59,191,9,21,0.7375,0.0450,0.8676,0.7973,0.7296,157.5000,0.2625,0.7375,0.2625,0.9550,0.8825,27.9112,0.6336,0.4436
266.5000,55,188,12,25,0.6875,0.0600,0.8209,0.7483,0.6644,187.5000,0.3125,0.6875,0.3125,0.9400,0.8558,27.2575,0.6239,0.4339
267.0000,55,188,12,25,0.6875,0.0600,0.8209,0.7483,0.6644,187.5000,0.3125,0.6875,0.3125,0.9400,0.8558,24.0487,0.6229,0.4329
267.5000,56,188,12,24,0.7000,0.0600,0.8235,0.7568,0.6742,180.0000,0.3000,0.7000,0.3000,0.9400,0.8600,25.4190,0.6348,0.4448
268.0000,50,190,10,30,0.6250,0.0500,0.8333,0.7143,0.6331,225.0000,0.3750,0.6250,0.3750,0.9500,0.8417,22.8053,0.6472,0.4572
268.5000,58,193,7,22,0.7250,0.0350,0.8923,0.8000,0.7383,165.0000,0.2750,0.7250,0.2750,0.9650,0.8850,25.2113,0.6381,0.4481
269.0000,56,184,16,24,0.7000,0.0800,0.7778,0.7368,0.6408,180.0000,0.3000,0.7000,0.3000,0.9200,0.8467,22.5281,0.6173,0.4273
269.5000,61,190,10,19,0.7625,0.0500,0.8592,0.8079,0.7398,142.5000,0.2375,0.7625,0.2375,0.9500,0.8875,23.9518,0.6138,0.4238
270.0000,56,190,10,24,0.7000,0.0500,0.8485,0.7671,0.6918,180.0000,0.3000,0.7000,0.3000,0.9500,0.8667,25.1524,0.6193,0.4293
270.5000,56,194,6,24,0.7000,0.0300,0.9032,0.7887,0.7290,180.0000,0.3000,0.7000,0.3000,0.9700,0.8800,23.6712,0.6228,0.4328
271.0000,46,184,16,34,0.5750,0.0800,0.7419,0.6479,0.5386,255.0000,0.4250,0.5750,0.4250,0.9200,0.8050,27.2868,0.6279,0.4379
271.5000,51,192,8,29,0.6375,0.0400,0.8644,0.7338,0.6619,217.5000,0.3625,0.6375,0.3625,0.9600,0.8525,22.8791,0.6114,0.4214
272.0000,60,188,12,20,0.7500,0.0600,0.8333,0.7895,0.7132,150.0000,0.2500,0.7500,0.2500,0.9400,0.8767,27.9485,0.6453,0.4553
272.5000,58,189,11,22,0.7250,0.0550,0.8406,0.7785,0.7024,165.0000,0.2750,0.7250,0.2750,0.9450,0.8717,24.3792,0.6243,0.4343
273.0000,61,189,11,19,0.7625,0.0550,0.8472,0.8026,0.7313,142.5000,0.2375,0.7625,0.2375,0.9450,0.8842,22.6543,0.6118,0.4218
273.5000,57,193,7,23,0.7125,0.0350,0.8906,0.7917,0.7289,172.5000,0.2875,0.7125,0.2875,0.9650,0.8808,24.1746,0.6334,0.4434
274.0000,56,190,10,24,0.7000,0.0500,0.8485,0.7671,0.6918,180.0000,0.3000,0.7000,0.3000,0.9500,0.8667,22.4731,0.6455,0.4555
274.5000,57,187,13,23,0.7125,0.0650,0.8143,0.7600,0.6755,172.5000,0.2875,0.7125,0.2875,0.9350,0.8608,27.6007,0.6233,0.4333
275.0000,52,191,9,28,0.6500,0.0450,0.8525,0.7376,0.6621,210.0000,0.3500,0.6500,0.3500,0.9550,0.8533,23.4624,0.6352,0.4452
275.5000,52,186,14,28,0.6500,0.0700,0.7879,0.7123,0.6173,210.0000,0.3500,0.6500,0.3500,0.9300,0.8367,26.6930,0.6117,0.4217
276.0000,62,187,13,18,0.7750,0.0650,0.8267,0.8000,0.7243,135.0000,0.2250,0.7750,0.2250,0.9350,0.8817,23.4723,0.6232,0.4332
276.5000,57,187,13,23,0.7125,0.0650,0.8143,0.7600,0.6755,172.5000,0.2875,0.7125,0.2875,0.9350,0.8608,24.8872,0.6373,0.4473
277.0000,53,194,6,27,0.6625,0.0300,0.8983,0.7626,0.7006,202.5000,0.3375,0.6625,0.3375,0.9700,0.8675,27.9028,0.6118,0.4218
277.5000,56,186,14,24,0.7000,0.0700,0.8000,0.7467,0.6573,180.0000,0.3000,0.7000,0.3000,0.9300,0.8533,25.8560,0.6314,0.4414
278.0000,55,189,11,25,0.6875,0.0550,0.8333,0.7534,0.6732,187.5000,0.3125,0.6875,0.3125,0.9450,0.8592,25.3269,0.6485,0.4585
