cycle_id,sim_time_s,flow_id,flow_source,flow_destination,forwarding_node_id,forwarding_node_type,next_hop_id,next_hop_type,unique_inbound_count,unique_outbound_to_next_hop,observed_ff,expected_ff_planned,ff_deviation
37,38.0001,0,70,68,1,VEHICLE,111,RSU,8,1,0.1250,1.0000,-0.8750
37,38.0001,0,70,68,3,VEHICLE,51,VEHICLE,5,1,0.2000,0.1250,0.0750
37,38.0001,0,70,68,3,VEHICLE,64,VEHICLE,5,1,0.2000,0.1250,0.0750
37,38.0001,0,70,68,3,VEHICLE,134,RSU,5,1,0.2000,0.5000,-0.3000
37,38.0001,0,70,68,3,VEHICLE,159,RSU,5,1,0.2000,0.1250,0.0750
37,38.0001,0,70,68,3,VEHICLE,197,RSU,5,1,0.2000,0.1250,0.0750
37,38.0001,0,70,68,6,VEHICLE,62,VEHICLE,1,1,1.0000,1.0000,0.0000
37,38.0001,0,70,68,12,VEHICLE,30,VEHICLE,1,1,1.0000,0.1818,0.8182
37,38.0001,0,70,68,30,VEHICLE,79,VEHICLE,1,1,1.0000,1.0000,0.0000
37,38.0001,0,70,68,38,VEHICLE,1,VEHICLE,1,1,1.0000,1.0000,0.0000
37,38.0001,0,70,68,41,VEHICLE,1,VEHICLE,1,1,1.0000,1.0000,0.0000
37,38.0001,0,70,68,51,VEHICLE,108,RSU,7,7,1.0000,1.0000,0.0000
37,38.0001,0,70,68,62,VEHICLE,121,RSU,1,1,1.0000,0.2000,0.8000
37,38.0001,0,70,68,63,VEHICLE,165,RSU,2,1,0.5000,0.1667,0.3333
37,38.0001,0,70,68,63,VEHICLE,258,RSU,2,1,0.5000,0.1667,0.3333
37,38.0001,0,70,68,64,VEHICLE,197,RSU,1,1,1.0000,0.1667,0.8333
37,38.0001,0,70,68,79,VEHICLE,159,RSU,2,1,0.5000,0.1111,0.3889
37,38.0001,0,70,68,79,VEHICLE,197,RSU,2,1,0.5000,0.1111,0.3889
37,38.0001,0,70,68,84,RSU,27,VEHICLE,1,1,1.0000,0.2000,0.8000
37,38.0001,0,70,68,108,RSU,68,VEHICLE,7,1,0.1429,0.0435,0.0994
37,38.0001,0,70,68,108,RSU,194,RSU,7,2,0.2857,0.0870,0.1988
37,38.0001,0,70,68,108,RSU,247,RSU,7,2,0.2857,0.0870,0.1988
37,38.0001,0,70,68,108,RSU,258,RSU,7,2,0.2857,0.0870,0.1988
37,38.0001,0,70,68,112,RSU,1,VEHICLE,1,1,1.0000,1.0000,0.0000
37,38.0001,0,70,68,118,RSU,1,VEHICLE,1,1,1.0000,1.0000,0.0000
37,38.0001,0,70,68,121,RSU,79,VEHICLE,1,1,1.0000,1.0000,0.0000
37,38.0001,0,70,68,123,RSU,1,VEHICLE,1,1,1.0000,1.0000,0.0000
37,38.0001,0,70,68,132,RSU,1,VEHICLE,1,1,1.0000,1.0000,0.0000
37,38.0001,0,70,68,134,RSU,197,RSU,1,1,1.0000,0.1667,0.8333
37,38.0001,0,70,68,152,RSU,1,VEHICLE,1,1,1.0000,1.0000,0.0000
37,38.0001,0,70,68,154,RSU,27,VEHICLE,1,1,1.0000,1.0000,0.0000
37,38.0001,0,70,68,159,RSU,197,RSU,2,2,1.0000,0.4000,0.6000
37,38.0001,0,70,68,165,RSU,68,VEHICLE,1,1,1.0000,0.1429,0.8571
37,38.0001,0,70,68,194,RSU,63,VEHICLE,2,2,1.0000,1.0000,0.0000
37,38.0001,0,70,68,197,RSU,51,VEHICLE,6,6,1.0000,1.0000,0.0000
37,38.0001,0,70,68,198,RSU,111,RSU,1,1,1.0000,1.0000,0.0000
37,38.0001,0,70,68,247,RSU,14,VEHICLE,2,2,1.0000,0.0000,1.0000
37,38.0001,0,70,68,247,RSU,258,RSU,2,1,0.5000,1.0000,-0.5000
37,38.0001,0,70,68,249,RSU,3,VEHICLE,5,5,1.0000,1.0000,0.0000
37,38.0001,0,70,68,250,RSU,249,RSU,5,5,1.0000,0.3333,0.6667
37,38.0001,1,93,136,0,VEHICLE,146,RSU,1,1,1.0000,1.0000,0.0000
37,38.0001,1,93,136,16,VEHICLE,74,VEHICLE,2,2,1.0000,1.0000,0.0000
37,38.0001,1,93,136,35,VEHICLE,74,VEHICLE,1,1,1.0000,1.0000,0.0000
37,38.0001,1,93,136,36,VEHICLE,108,RSU,2,2,1.0000,1.0000,0.0000
37,38.0001,1,93,136,40,VEHICLE,14,VEHICLE,3,3,1.0000,1.0000,0.0000
