cycle_id,sim_time_s,flow_id,flow_source,flow_destination,forwarding_node_id,forwarding_node_type,next_hop_id,next_hop_type,unique_inbound_count,unique_outbound_to_next_hop,observed_ff,expected_ff_planned,ff_deviation
23,24.0001,0,70,68,1,VEHICLE,193,RSU,5,5,1.0000,1.0000,0.0000
23,24.0001,0,70,68,6,VEHICLE,3,VEHICLE,6,3,0.5000,0.5000,0.0000
23,24.0001,0,70,68,6,VEHICLE,193,RSU,6,1,0.1667,0.1667,-0.0000
23,24.0001,0,70,68,6,VEHICLE,261,RSU,6,2,0.3333,0.3333,0.0000
23,24.0001,0,70,68,12,VEHICLE,122,RSU,1,1,1.0000,1.0000,0.0000
23,24.0001,0,70,68,23,VEHICLE,189,RSU,3,3,1.0000,0.0000,1.0000
23,24.0001,0,70,68,27,VEHICLE,193,RSU,1,1,1.0000,1.0000,0.0000
23,24.0001,0,70,68,30,VEHICLE,250,RSU,3,3,1.0000,1.0000,0.0000
23,24.0001,0,70,68,34,VEHICLE,68,VEHICLE,1,1,1.0000,0.1111,0.8889
23,24.0001,0,70,68,41,VEHICLE,6,VEHICLE,1,1,1.0000,1.0000,0.0000
23,24.0001,0,70,68,42,VEHICLE,1,VEHICLE,1,1,1.0000,1.0000,0.0000
23,24.0001,0,70,68,46,VEHICLE,68,VEHICLE,1,1,1.0000,0.2222,0.7778
23,24.0001,0,70,68,56,VEHICLE,77,VEHICLE,1,1,1.0000,1.0000,0.0000
23,24.0001,0,70,68,64,VEHICLE,161,RSU,1,1,1.0000,1.0000,0.0000
23,24.0001,0,70,68,67,VEHICLE,188,RSU,1,1,1.0000,1.0000,0.0000
23,24.0001,0,70,68,75,VEHICLE,30,VEHICLE,1,1,1.0000,1.0000,0.0000
23,24.0001,0,70,68,77,VEHICLE,23,VEHICLE,3,3,1.0000,1.0000,0.0000
23,24.0001,0,70,68,78,VEHICLE,236,RSU,1,1,1.0000,0.3750,0.6250
23,24.0001,0,70,68,79,VEHICLE,197,RSU,1,1,1.0000,1.0000,0.0000
23,24.0001,0,70,68,84,RSU,261,RSU,2,2,1.0000,1.0000,0.0000
23,24.0001,0,70,68,111,RSU,6,VEHICLE,1,1,1.0000,1.0000,0.0000
23,24.0001,0,70,68,112,RSU,30,VEHICLE,1,1,1.0000,0.0000,1.0000
23,24.0001,0,70,68,118,RSU,1,VEHICLE,1,1,1.0000,1.0000,0.0000
23,24.0001,0,70,68,122,RSU,123,RSU,2,1,0.5000,0.6667,-0.1667
23,24.0001,0,70,68,122,RSU,239,RSU,2,1,0.5000,0.3333,0.1667
23,24.0001,0,70,68,123,RSU,239,RSU,2,1,0.5000,0.7500,-0.2500
23,24.0001,0,70,68,123,RSU,240,RSU,2,1,0.5000,0.2500,0.2500
23,24.0001,0,70,68,129,RSU,257,RSU,1,1,1.0000,0.1429,0.8571
23,24.0001,0,70,68,152,RSU,262,RSU,1,1,1.0000,1.0000,0.0000
23,24.0001,0,70,68,154,RSU,1,VEHICLE,1,1,1.0000,1.0000,0.0000
23,24.0001,0,70,68,155,RSU,1,VEHICLE,1,1,1.0000,1.0000,0.0000
23,24.0001,0,70,68,161,RSU,77,VEHICLE,1,1,1.0000,1.0000,0.0000
23,24.0001,0,70,68,180,RSU,77,VEHICLE,1,1,1.0000,1.0000,0.0000
23,24.0001,0,70,68,189,RSU,194,RSU,3,1,0.3333,0.5000,-0.1667
23,24.0001,0,70,68,189,RSU,197,RSU,3,1,0.3333,0.2500,0.0833
23,24.0001,0,70,68,189,RSU,259,RSU,3,1,0.3333,0.2500,0.0833
23,24.0001,0,70,68,193,RSU,3,VEHICLE,12,1,0.0833,0.6250,-0.5417
23,24.0001,0,70,68,194,RSU,46,VEHICLE,2,1,0.5000,0.1250,0.3750
23,24.0001,0,70,68,194,RSU,129,RSU,2,1,0.5000,0.1250,0.3750
23,24.0001,0,70,68,197,RSU,78,VEHICLE,2,1,0.5000,0.2000,0.3000
23,24.0001,0,70,68,197,RSU,194,RSU,2,1,0.5000,0.2000,0.3000
23,24.0001,0,70,68,236,RSU,34,VEHICLE,1,1,1.0000,1.0000,0.0000
23,24.0001,0,70,68,238,RSU,56,VEHICLE,4,1,0.2500,0.4615,-0.2115
