cycle_id,sim_time_s,flow_id,flow_source,flow_destination,node_id,node_role,next_hop_id,unique_inbound_count,unique_outbound_count,num_watchers_inbound,num_watchers_outbound
22,23.0001,0,70,68,1,INTERMEDIATE,-1,15,0,41,0
22,23.0001,0,70,68,1,INTERMEDIATE,6,15,2,41,29
22,23.0001,0,70,68,1,INTERMEDIATE,130,15,2,41,29
22,23.0001,0,70,68,1,INTERMEDIATE,193,15,11,41,29
22,23.0001,0,70,68,3,INTERMEDIATE,-1,8,0,21,0
22,23.0001,0,70,68,3,INTERMEDIATE,180,8,1,21,9
22,23.0001,0,70,68,5,INTERMEDIATE,-1,1,0,11,0
22,23.0001,0,70,68,5,INTERMEDIATE,189,1,1,11,15
22,23.0001,0,70,68,6,INTERMEDIATE,-1,4,0,29,0
22,23.0001,0,70,68,12,INTERMEDIATE,-1,1,0,28,0
22,23.0001,0,70,68,12,INTERMEDIATE,1,1,1,28,27
22,23.0001,0,70,68,21,INTERMEDIATE,-1,1,0,19,0
22,23.0001,0,70,68,21,INTERMEDIATE,46,1,1,19,17
22,23.0001,0,70,68,27,INTERMEDIATE,-1,1,0,28,0
22,23.0001,0,70,68,30,INTERMEDIATE,-1,1,0,28,0
22,23.0001,0,70,68,30,INTERMEDIATE,1,1,1,28,20
22,23.0001,0,70,68,38,INTERMEDIATE,-1,1,0,28,0
22,23.0001,0,70,68,41,INTERMEDIATE,-1,2,0,33,0
22,23.0001,0,70,68,41,INTERMEDIATE,1,2,2,33,22
22,23.0001,0,70,68,46,INTERMEDIATE,-1,8,0,33,0
22,23.0001,0,70,68,46,INTERMEDIATE,141,8,6,33,14
22,23.0001,0,70,68,46,INTERMEDIATE,257,8,2,33,14
22,23.0001,0,70,68,67,INTERMEDIATE,-1,1,0,28,0
22,23.0001,0,70,68,67,INTERMEDIATE,1,1,1,28,28
22,23.0001,0,70,68,68,DESTINATION,-1,0,0,0,0
22,23.0001,0,70,68,70,SOURCE,-1,0,0,0,0
22,23.0001,0,70,68,75,INTERMEDIATE,-1,1,0,28,0
22,23.0001,0,70,68,79,INTERMEDIATE,-1,5,0,15,0
22,23.0001,0,70,68,79,INTERMEDIATE,260,5,5,15,17
22,23.0001,0,70,68,108,INTERMEDIATE,-1,5,0,23,0
22,23.0001,0,70,68,108,INTERMEDIATE,21,5,1,23,21
22,23.0001,0,70,68,108,INTERMEDIATE,46,5,1,23,21
22,23.0001,0,70,68,108,INTERMEDIATE,129,5,1,23,21
22,23.0001,0,70,68,108,INTERMEDIATE,194,5,1,23,21
22,23.0001,0,70,68,108,INTERMEDIATE,258,5,1,23,21
22,23.0001,0,70,68,109,INTERMEDIATE,-1,3,0,24,0
22,23.0001,0,70,68,109,INTERMEDIATE,194,3,2,24,17
22,23.0001,0,70,68,109,INTERMEDIATE,197,3,1,24,17
22,23.0001,0,70,68,110,INTERMEDIATE,-1,1,0,28,0
22,23.0001,0,70,68,110,INTERMEDIATE,1,1,1,28,23
22,23.0001,0,70,68,111,INTERMEDIATE,-1,1,0,28,0
22,23.0001,0,70,68,112,INTERMEDIATE,-1,1,0,28,0
22,23.0001,0,70,68,112,INTERMEDIATE,1,1,1,28,19
22,23.0001,0,70,68,118,INTERMEDIATE,-1,1,0,28,0
22,23.0001,0,70,68,118,INTERMEDIATE,122,1,1,28,19
22,23.0001,0,70,68,122,INTERMEDIATE,-1,2,0,32,0
22,23.0001,0,70,68,122,INTERMEDIATE,239,2,2,32,19
22,23.0001,0,70,68,123,INTERMEDIATE,-1,1,0,28,0
22,23.0001,0,70,68,129,INTERMEDIATE,-1,1,0,20,0
22,23.0001,0,70,68,129,INTERMEDIATE,46,1,1,20,14
22,23.0001,0,70,68,130,INTERMEDIATE,-1,3,0,29,0
22,23.0001,0,70,68,130,INTERMEDIATE,263,3,3,29,23
22,23.0001,0,70,68,132,INTERMEDIATE,-1,1,0,28,0
22,23.0001,0,70,68,132,INTERMEDIATE,1,1,1,28,22
22,23.0001,0,70,68,134,INTERMEDIATE,-1,3,0,14,0
22,23.0001,0,70,68,134,INTERMEDIATE,5,3,1,14,12
22,23.0001,0,70,68,134,INTERMEDIATE,180,3,1,14,12
22,23.0001,0,70,68,134,INTERMEDIATE,260,3,1,14,12
22,23.0001,0,70,68,141,INTERMEDIATE,-1,6,0,13,0
22,23.0001,0,70,68,141,INTERMEDIATE,268,6,6,13,9
22,23.0001,0,70,68,143,INTERMEDIATE,-1,1,0,28,0
22,23.0001,0,70,68,143,INTERMEDIATE,41,1,1,28,27
22,23.0001,0,70,68,152,INTERMEDIATE,-1,1,0,28,0
22,23.0001,0,70,68,154,INTERMEDIATE,-1,1,0,28,0
22,23.0001,0,70,68,155,INTERMEDIATE,-1,1,0,28,0
22,23.0001,0,70,68,155,INTERMEDIATE,1,1,1,28,28
22,23.0001,0,70,68,180,INTERMEDIATE,-1,8,0,23,0
22,23.0001,0,70,68,180,INTERMEDIATE,109,8,2,23,20
22,23.0001,0,70,68,180,INTERMEDIATE,189,8,3,23,20
22,23.0001,0,70,68,180,INTERMEDIATE,259,8,3,23,20
22,23.0001,0,70,68,188,INTERMEDIATE,-1,1,0,28,0
22,23.0001,0,70,68,188,INTERMEDIATE,252,1,1,28,21
22,23.0001,0,70,68,189,INTERMEDIATE,-1,4,0,21,0
22,23.0001,0,70,68,189,INTERMEDIATE,108,4,1,21,19
22,23.0001,0,70,68,189,INTERMEDIATE,109,4,1,21,19
22,23.0001,0,70,68,189,INTERMEDIATE,197,4,1,21,19
22,23.0001,0,70,68,189,INTERMEDIATE,259,4,1,21,19
22,23.0001,0,70,68,193,INTERMEDIATE,-1,12,0,29,0
22,23.0001,0,70,68,193,INTERMEDIATE,3,12,7,29,18
22,23.0001,0,70,68,193,INTERMEDIATE,261,12,3,29,18
22,23.0001,0,70,68,193,INTERMEDIATE,262,12,2,29,18
22,23.0001,0,70,68,194,INTERMEDIATE,-1,5,0,32,0
22,23.0001,0,70,68,194,INTERMEDIATE,46,5,5,32,19
22,23.0001,0,70,68,197,INTERMEDIATE,-1,2,0,19,0
22,23.0001,0,70,68,197,INTERMEDIATE,259,2,2,19,20
22,23.0001,0,70,68,198,INTERMEDIATE,-1,1,0,28,0
22,23.0001,0,70,68,198,INTERMEDIATE,1,1,1,28,25
22,23.0001,0,70,68,239,INTERMEDIATE,-1,3,0,32,0
22,23.0001,0,70,68,239,INTERMEDIATE,1,3,3,32,13
22,23.0001,0,70,68,240,INTERMEDIATE,-1,1,0,28,0
22,23.0001,0,70,68,250,INTERMEDIATE,-1,1,0,28,0
22,23.0001,0,70,68,250,INTERMEDIATE,3,1,1,28,18
22,23.0001,0,70,68,251,INTERMEDIATE,-1,1,0,28,0
22,23.0001,0,70,68,251,INTERMEDIATE,1,1,1,28,28
22,23.0001,0,70,68,252,INTERMEDIATE,-1,1,0,21,0
22,23.0001,0,70,68,257,INTERMEDIATE,-1,2,0,12,0
22,23.0001,0,70,68,257,INTERMEDIATE,268,2,2,12,11
22,23.0001,0,70,68,258,INTERMEDIATE,-1,1,0,19,0
22,23.0001,0,70,68,258,INTERMEDIATE,68,1,1,19,14
22,23.0001,0,70,68,259,INTERMEDIATE,-1,6,0,30,0
