Cycle No., Flow No., PDR_k (%), d_k (ms), e2e_latency (ms), Jitter (ms), lambda_t, cpu_overhead (ms)
33, 1, 4.40087, 0, 0, 0, 28, 44.628
33, 2, 44.2295, 16.3389, 421.231, 1.67398, 28, 44.628
