Cycle No., Flow No., PDR_k (%), d_k (ms), e2e_latency (ms), Jitter (ms), lambda_t, cpu_overhead (ms)
1, 1, 6.89655, 36.5693, 519.569, 4.69997, 4264, 46.228
1, 2, 79.3103, 16.9131, 499.667, 3.00895, 4264, 46.228
