cycle,flow_id,node,planned_inbound_by_subflow,planned_inbound_by_mainflow
20,1,1,4,4
20,1,3,7,7
20,1,5,7,7
20,1,6,13,13
20,1,12,2,2
20,1,14,1,1
20,1,20,1,1
20,1,23,2,2
20,1,30,2,2
20,1,34,1,1
20,1,36,1,1
20,1,38,1,1
20,1,41,2,2
20,1,42,2,2
20,1,44,1,1
20,1,46,4,4
20,1,51,1,1
20,1,56,1,1
20,1,59,1,1
20,1,63,1,1
20,1,64,2,2
20,1,67,1,1
20,1,70,29,29
20,1,75,1,1
20,1,77,1,1
20,1,78,1,1
20,1,79,1,1
20,1,84,2,2
20,1,108,7,7
20,1,109,10,10
20,1,110,2,2
20,1,111,2,2
20,1,112,8,8
20,1,118,2,2
20,1,123,1,1
20,1,124,1,1
20,1,129,1,1
20,1,130,6,6
20,1,132,2,2
20,1,134,5,5
20,1,136,1,1
20,1,140,1,1
20,1,141,11,11
20,1,143,1,1
20,1,152,3,3
20,1,154,1,1
20,1,155,1,1
20,1,159,1,1
20,1,161,3,3
20,1,166,2,2
20,1,168,3,3
20,1,175,1,1
20,1,180,12,12
20,1,182,1,1
20,1,183,2,2
20,1,184,1,1
20,1,189,3,3
20,1,193,4,4
20,1,194,8,8
20,1,195,1,1
20,1,196,3,3
20,1,197,7,7
20,1,198,3,3
20,1,229,1,1
20,1,234,1,1
20,1,235,1,1
20,1,236,1,1
20,1,237,1,1
20,1,238,1,1
20,1,239,2,2
20,1,240,1,1
20,1,241,1,1
20,1,245,1,1
20,1,246,1,1
20,1,247,4,4
20,1,248,1,1
20,1,249,1,1
20,1,250,4,4
20,1,251,3,3
20,1,252,1,1
20,1,256,2,2
20,1,257,9,9
20,1,258,18,18
20,1,259,13,13
20,1,260,7,7
20,1,261,16,16
20,1,262,7,7
20,1,263,3,3
20,1,268,7,7
20,1,269,1,1
20,1,270,1,1
20,1,271,1,1
20,2,2,3,3
20,2,3,1,1
20,2,4,3,3
20,2,5,1,1
20,2,6,2,2
20,2,8,1,1
20,2,9,8,8
20,2,11,3,3
20,2,13,6,6
20,2,17,1,1
20,2,19,1,1
20,2,22,1,1
20,2,23,1,1
20,2,31,2,2
20,2,36,1,1
20,2,37,1,1
20,2,39,1,1
20,2,45,3,3
20,2,49,1,1
20,2,52,3,3
20,2,54,1,1
20,2,58,3,3
20,2,65,1,1
20,2,66,2,2
20,2,69,3,3
20,2,73,2,2
20,2,77,2,2
20,2,78,1,1
20,2,79,3,3
20,2,81,1,1
20,2,82,1,1
20,2,83,5,5
20,2,84,1,1
20,2,86,2,2
20,2,89,1,1
20,2,90,2,2
20,2,91,2,2
20,2,92,2,2
20,2,94,4,4
20,2,96,1,1
20,2,98,3,3
20,2,100,1,1
20,2,101,5,5
20,2,103,1,1
20,2,106,2,2
20,2,107,1,1
20,2,109,19,19
20,2,112,1,1
20,2,113,1,1
20,2,119,1,1
20,2,121,1,1
20,2,124,1,1
20,2,126,5,5
20,2,127,6,6
20,2,133,4,4
20,2,134,3,3
20,2,137,5,5
20,2,139,7,7
20,2,142,6,6
20,2,144,4,4
20,2,145,1,1
20,2,147,3,3
20,2,150,2,2
20,2,156,1,1
20,2,158,3,3
20,2,159,1,1
20,2,160,1,1
20,2,161,1,1
20,2,168,2,2
20,2,171,10,10
20,2,172,4,4
20,2,176,1,1
20,2,177,4,4
20,2,179,5,5
20,2,180,1,1
20,2,183,1,1
20,2,184,3,3
20,2,186,2,2
20,2,189,2,2
20,2,190,5,5
20,2,193,1,1
20,2,196,2,2
20,2,197,3,3
20,2,199,2,2
20,2,248,1,1
20,2,249,1,1
20,2,250,1,1
20,2,259,1,1
20,2,260,1,1
20,2,261,7,7
20,2,262,2,2
20,2,263,1,1
20,2,264,1,1
20,2,265,1,1
20,2,270,1,1
20,2,271,18,18
20,2,272,14,14
20,2,273,2,2
20,2,274,2,2
20,2,275,1,1
20,2,276,1,1
20,2,281,1,1
20,2,282,5,5
20,2,283,4,4
20,2,284,6,6
20,2,285,4,4
20,2,286,2,2
20,2,287,1,1
20,2,292,1,1
20,2,293,3,3
20,2,294,5,5
20,2,295,14,14
20,2,296,7,7
20,2,297,3,3
20,2,298,1,1
20,2,303,1,1
20,2,304,1,1
20,2,305,1,1
20,2,306,10,10
20,2,307,10,10
20,2,308,3,3
20,2,309,1,1
20,2,317,10,10
20,2,318,27,27
20,2,319,9,9
