cycle_id,flow_id,node_id,prev_hop_id,hop_delay_sum_ms,hop_delay_count,mean_delay_ms
34,0,27,70,1.635,1,1.635
34,0,27,110,1.629,1,1.629
34,0,84,70,1.871,1,1.871
34,0,110,70,1.574,1,1.574
34,0,111,70,1.493,1,1.493
34,0,112,27,3.563,2,1.7815
34,0,112,70,1.553,1,1.553
34,0,112,118,2.224,1,2.224
34,0,118,70,2.51,1,2.51
34,0,143,70,1.752,1,1.752
34,0,155,70,9.356,5,1.8712
34,0,193,143,1.438,1,1.438
34,0,240,70,1.82,1,1.82
34,0,251,155,1.633,1,1.633
34,0,251,193,2.055,1,2.055
34,1,8,39,2.792,1,2.792
34,1,8,52,2.003,1,2.003
34,1,8,54,2.114,1,2.114
34,1,8,92,2.068,1,2.068
34,1,8,100,1.608,1,1.608
34,1,8,103,1.901,1,1.901
34,1,8,199,2.043,1,2.043
34,1,8,297,4.46,2,2.23
34,1,19,52,2.075,1,2.075
34,1,39,52,1.809,1,1.809
34,1,49,52,2.586,1,2.586
34,1,54,52,2.123,1,2.123
34,1,66,113,6.117,4,1.52925
34,1,66,176,20.16,11,1.83273
34,1,66,296,6.005,3,2.00167
34,1,92,52,1.487,1,1.487
34,1,100,52,1.614,1,1.614
34,1,103,52,2.402,1,2.402
34,1,107,52,1.938,1,1.938
34,1,113,8,6.146,3,2.04867
34,1,113,52,2.402,1,2.402
34,1,113,150,3.715,2,1.8575
34,1,113,285,1.428,1,1.428
34,1,113,296,29.397,15,1.9598
34,1,150,52,2.311,1,2.311
34,1,150,160,2.493,1,2.493
34,1,160,52,2.196,1,2.196
34,1,176,52,1.89,1,1.89
34,1,176,113,29.527,14,2.10907
34,1,186,52,2.244,1,2.244
34,1,199,52,2.586,1,2.586
34,1,285,49,1.483,1,1.483
34,1,285,52,2.489,1,2.489
34,1,296,8,6.408,4,1.602
34,1,296,52,28.671,15,1.9114
34,1,296,107,2.462,1,2.462
34,1,296,285,2.125,1,2.125
34,1,297,52,2.431,1,2.431
34,1,297,186,1.792,1,1.792
