cycle_id,sim_time_s,flow_id,flow_source,flow_destination,forwarding_node_id,forwarding_node_type,next_hop_id,next_hop_type,unique_inbound_count,unique_outbound_to_next_hop,observed_ff,expected_ff_planned,ff_deviation
12,13.0001,0,70,68,12,VEHICLE,44,VEHICLE,1,1,1.0000,1.0000,0.0000
12,13.0001,0,70,68,30,VEHICLE,75,VEHICLE,8,2,0.2500,0.2353,0.0147
12,13.0001,0,70,68,30,VEHICLE,250,RSU,8,3,0.3750,0.1765,0.1985
12,13.0001,0,70,68,30,VEHICLE,251,RSU,8,3,0.3750,0.1765,0.1985
12,13.0001,0,70,68,41,VEHICLE,130,RSU,1,1,1.0000,1.0000,0.0000
12,13.0001,0,70,68,42,VEHICLE,143,RSU,1,1,1.0000,1.0000,0.0000
12,13.0001,0,70,68,44,VEHICLE,30,VEHICLE,3,1,0.3333,0.6667,-0.3333
12,13.0001,0,70,68,44,VEHICLE,132,RSU,3,2,0.6667,0.3333,0.3333
12,13.0001,0,70,68,67,VEHICLE,44,VEHICLE,1,1,1.0000,1.0000,0.0000
12,13.0001,0,70,68,75,VEHICLE,3,VEHICLE,7,2,0.2857,0.4444,-0.1587
12,13.0001,0,70,68,75,VEHICLE,239,RSU,7,2,0.2857,0.2222,0.0635
12,13.0001,0,70,68,75,VEHICLE,250,RSU,7,2,0.2857,0.2222,0.0635
12,13.0001,0,70,68,75,VEHICLE,251,RSU,7,1,0.1429,0.1111,0.0317
12,13.0001,0,70,68,110,RSU,155,RSU,1,1,1.0000,1.0000,0.0000
12,13.0001,0,70,68,111,RSU,1,VEHICLE,1,1,1.0000,1.0000,0.0000
12,13.0001,0,70,68,118,RSU,1,VEHICLE,1,1,1.0000,1.0000,0.0000
12,13.0001,0,70,68,122,RSU,154,RSU,1,1,1.0000,1.0000,0.0000
12,13.0001,0,70,68,132,RSU,30,VEHICLE,4,4,1.0000,1.0000,0.0000
12,13.0001,0,70,68,143,RSU,30,VEHICLE,2,2,1.0000,1.0000,0.0000
12,13.0001,0,70,68,188,RSU,1,VEHICLE,1,1,1.0000,1.0000,0.0000
12,13.0001,0,70,68,195,RSU,132,RSU,1,1,1.0000,0.2500,0.7500
12,13.0001,0,70,68,198,RSU,1,VEHICLE,1,1,1.0000,1.0000,0.0000
12,13.0001,0,70,68,239,RSU,250,RSU,2,2,1.0000,0.2222,0.7778
12,13.0001,0,70,68,251,RSU,250,RSU,4,4,1.0000,1.0000,0.0000
12,13.0001,1,120,272,24,VEHICLE,78,VEHICLE,3,3,1.0000,1.0000,0.0000
12,13.0001,1,120,272,25,VEHICLE,105,RSU,3,3,1.0000,1.0000,0.0000
