cycle,flow_id,node,planned_inbound_by_subflow,planned_inbound_by_mainflow
51,1,1,6,6
51,1,3,1,1
51,1,6,3,3
51,1,12,4,4
51,1,14,6,6
51,1,21,10,10
51,1,23,6,6
51,1,24,4,4
51,1,26,1,1
51,1,27,3,3
51,1,28,4,4
51,1,29,1,1
51,1,34,3,3
51,1,36,6,6
51,1,40,1,1
51,1,41,4,4
51,1,48,1,1
51,1,51,1,1
51,1,56,6,6
51,1,57,1,1
51,1,59,6,6
51,1,60,1,1
51,1,61,2,2
51,1,62,3,3
51,1,64,1,1
51,1,67,2,2
51,1,70,30,30
51,1,71,4,4
51,1,75,10,10
51,1,76,1,1
51,1,77,1,1
51,1,79,1,1
51,1,82,6,6
51,1,85,1,1
51,1,89,1,1
51,1,108,1,1
51,1,109,1,1
51,1,112,8,8
51,1,116,2,2
51,1,124,5,5
51,1,129,2,2
51,1,130,2,2
51,1,134,4,4
51,1,136,1,1
51,1,139,1,1
51,1,143,4,4
51,1,148,1,1
51,1,152,3,3
51,1,154,1,1
51,1,155,5,5
51,1,159,10,10
51,1,161,2,2
51,1,164,1,1
51,1,165,8,8
51,1,180,2,2
51,1,182,2,2
51,1,183,3,3
51,1,189,3,3
51,1,193,2,2
51,1,194,1,1
51,1,196,5,5
51,1,197,5,5
51,1,198,3,3
51,1,237,1,1
51,1,238,1,1
51,1,239,2,2
51,1,247,2,2
51,1,248,5,5
51,1,249,11,11
51,1,250,15,15
51,1,251,3,3
51,1,258,2,2
51,1,259,12,12
51,1,260,5,5
51,1,261,11,11
51,1,262,3,3
51,1,269,1,1
51,1,270,1,1
51,1,271,1,1
51,2,0,5,5
51,2,5,1,1
51,2,8,1,1
51,2,11,1,1
51,2,12,1,1
51,2,14,1,1
51,2,15,1,1
51,2,16,5,5
51,2,17,2,2
51,2,22,1,1
51,2,23,1,1
51,2,27,1,1
51,2,29,1,1
51,2,30,1,1
51,2,31,1,1
51,2,35,6,6
51,2,37,1,1
51,2,39,1,1
51,2,43,2,2
51,2,45,1,1
51,2,46,2,2
51,2,49,1,1
51,2,53,5,5
51,2,55,1,1
51,2,57,1,1
51,2,59,1,1
51,2,64,1,1
51,2,65,28,28
51,2,66,5,5
51,2,72,1,1
51,2,75,1,1
51,2,79,1,1
51,2,80,3,3
51,2,82,1,1
51,2,83,1,1
51,2,85,1,1
51,2,88,4,4
51,2,89,1,1
51,2,93,33,33
51,2,94,1,1
51,2,96,13,13
51,2,97,3,3
51,2,98,1,1
51,2,99,2,2
51,2,100,1,1
51,2,102,1,1
51,2,107,1,1
51,2,109,1,1
51,2,113,21,21
51,2,115,1,1
51,2,119,1,1
51,2,121,1,1
51,2,126,1,1
51,2,127,1,1
51,2,128,1,1
51,2,130,1,1
51,2,131,7,7
51,2,138,4,4
51,2,139,1,1
51,2,141,3,3
51,2,144,1,1
51,2,146,7,7
51,2,149,3,3
51,2,150,1,1
51,2,153,4,4
51,2,156,16,16
51,2,158,1,1
51,2,160,1,1
51,2,161,1,1
51,2,162,4,4
51,2,163,1,1
51,2,166,7,7
51,2,168,1,1
51,2,169,1,1
51,2,170,9,9
51,2,171,1,1
51,2,176,1,1
51,2,179,15,15
51,2,180,1,1
51,2,181,1,1
51,2,183,1,1
51,2,184,1,1
51,2,185,8,8
51,2,187,1,1
51,2,189,1,1
51,2,191,10,10
51,2,192,2,2
51,2,197,1,1
51,2,199,1,1
51,2,258,1,1
51,2,259,1,1
51,2,260,1,1
51,2,261,1,1
51,2,268,1,1
51,2,269,1,1
51,2,270,1,1
51,2,271,1,1
51,2,272,1,1
51,2,273,1,1
51,2,274,1,1
51,2,275,1,1
51,2,276,1,1
51,2,278,1,1
51,2,279,4,4
51,2,280,13,13
51,2,281,12,12
51,2,282,12,12
51,2,283,7,7
51,2,284,3,3
51,2,285,1,1
51,2,286,1,1
51,2,289,1,1
51,2,290,4,4
51,2,291,14,14
51,2,292,15,15
51,2,293,18,18
51,2,294,27,27
51,2,295,16,16
51,2,296,4,4
51,2,297,1,1
