cycle_id,sim_time_s,flow_id,flow_source,flow_destination,forwarding_node_id,forwarding_node_type,next_hop_id,next_hop_type,unique_inbound_count,unique_outbound_to_next_hop,observed_ff,expected_ff_planned,ff_deviation
50,51.0001,0,70,68,12,VEHICLE,161,RSU,1,1,1.0000,1.0000,0.0000
50,51.0001,0,70,68,23,VEHICLE,82,RSU,1,1,1.0000,0.3333,0.6667
50,51.0001,0,70,68,27,VEHICLE,112,RSU,1,1,1.0000,1.0000,0.0000
50,51.0001,0,70,68,28,VEHICLE,159,RSU,4,2,0.5000,0.2000,0.3000
50,51.0001,0,70,68,28,VEHICLE,238,RSU,4,2,0.5000,0.2000,0.3000
50,51.0001,0,70,68,36,VEHICLE,14,VEHICLE,1,1,1.0000,1.0000,0.0000
50,51.0001,0,70,68,57,VEHICLE,197,RSU,1,1,1.0000,1.0000,0.0000
50,51.0001,0,70,68,59,VEHICLE,196,RSU,5,5,1.0000,1.0000,0.0000
50,51.0001,0,70,68,62,VEHICLE,6,VEHICLE,1,1,1.0000,1.0000,0.0000
50,51.0001,0,70,68,71,VEHICLE,59,VEHICLE,1,1,1.0000,1.0000,0.0000
50,51.0001,0,70,68,76,VEHICLE,238,RSU,2,2,1.0000,0.3333,0.6667
50,51.0001,0,70,68,112,RSU,75,VEHICLE,2,2,1.0000,0.1667,0.8333
50,51.0001,0,70,68,124,RSU,14,VEHICLE,1,1,1.0000,1.0000,0.0000
50,51.0001,0,70,68,143,RSU,28,VEHICLE,2,2,1.0000,0.4000,0.6000
50,51.0001,0,70,68,152,RSU,198,RSU,1,1,1.0000,1.0000,0.0000
50,51.0001,0,70,68,159,RSU,59,VEHICLE,4,4,1.0000,1.0000,0.0000
50,51.0001,0,70,68,161,RSU,57,VEHICLE,1,1,1.0000,1.0000,0.0000
50,51.0001,0,70,68,165,RSU,68,VEHICLE,1,1,1.0000,0.2857,0.7143
50,51.0001,0,70,68,196,RSU,14,VEHICLE,5,5,1.0000,1.0000,0.0000
