cycle,flow_id,node,planned_inbound_by_subflow,planned_inbound_by_mainflow
43,1,1,2,2
43,1,3,8,8
43,1,6,7,7
43,1,12,2,2
43,1,14,1,1
43,1,21,6,6
43,1,23,3,3
43,1,24,1,1
43,1,26,1,1
43,1,27,5,5
43,1,28,8,8
43,1,29,3,3
43,1,30,2,2
43,1,31,1,1
43,1,34,5,5
43,1,38,2,2
43,1,40,6,6
43,1,41,10,10
43,1,42,1,1
43,1,50,1,1
43,1,51,4,4
43,1,56,1,1
43,1,57,1,1
43,1,59,4,4
43,1,60,1,1
43,1,61,2,2
43,1,62,3,3
43,1,63,2,2
43,1,64,4,4
43,1,67,2,2
43,1,70,30,30
43,1,71,5,5
43,1,75,2,2
43,1,77,1,1
43,1,84,2,2
43,1,108,13,13
43,1,109,5,5
43,1,110,2,2
43,1,111,5,5
43,1,112,2,2
43,1,116,1,1
43,1,118,1,1
43,1,121,1,1
43,1,122,1,1
43,1,123,2,2
43,1,124,2,2
43,1,130,2,2
43,1,132,2,2
43,1,134,4,4
43,1,136,7,7
43,1,139,1,1
43,1,140,1,1
43,1,143,3,3
43,1,152,4,4
43,1,154,2,2
43,1,155,6,6
43,1,159,4,4
43,1,161,1,1
43,1,163,3,3
43,1,164,1,1
43,1,165,7,7
43,1,168,1,1
43,1,182,2,2
43,1,183,6,6
43,1,188,1,1
43,1,189,6,6
43,1,193,2,2
43,1,194,10,10
43,1,196,6,6
43,1,198,3,3
43,1,228,1,1
43,1,236,1,1
43,1,237,2,2
43,1,238,4,4
43,1,239,2,2
43,1,240,1,1
43,1,247,1,1
43,1,248,2,2
43,1,249,13,13
43,1,250,17,17
43,1,251,3,3
43,1,252,1,1
43,1,258,10,10
43,1,259,11,11
43,1,260,5,5
43,1,261,14,14
43,1,262,3,3
43,1,263,1,1
43,1,269,6,6
43,1,270,10,10
43,2,0,12,12
43,2,14,1,1
43,2,16,2,2
43,2,18,3,3
43,2,21,10,10
43,2,24,1,1
43,2,26,1,1
43,2,34,3,3
43,2,35,1,1
43,2,40,11,11
43,2,46,11,11
43,2,50,3,3
43,2,56,1,1
43,2,59,2,2
43,2,60,3,3
43,2,61,1,1
43,2,63,3,3
43,2,68,1,1
43,2,71,1,1
43,2,72,3,3
43,2,74,1,1
43,2,77,1,1
43,2,78,9,9
43,2,108,2,2
43,2,109,1,1
43,2,114,4,4
43,2,115,2,2
43,2,116,1,1
43,2,117,1,1
43,2,120,5,5
43,2,124,1,1
43,2,129,3,3
43,2,134,1,1
43,2,135,4,4
43,2,136,1,1
43,2,138,12,12
43,2,141,8,8
43,2,146,1,1
43,2,153,12,12
43,2,161,1,1
43,2,162,9,9
43,2,163,3,3
43,2,164,3,3
43,2,165,4,4
43,2,167,4,4
43,2,169,1,1
43,2,170,4,4
43,2,173,1,1
43,2,174,1,1
43,2,175,2,2
43,2,178,2,2
43,2,182,1,1
43,2,191,1,1
43,2,192,3,3
43,2,194,1,1
43,2,196,3,3
43,2,202,4,4
43,2,203,9,9
43,2,204,5,5
43,2,213,12,12
43,2,214,34,34
43,2,215,13,13
43,2,224,13,13
43,2,225,13,13
43,2,226,13,13
43,2,234,1,1
43,2,235,16,16
43,2,236,5,5
43,2,237,4,4
43,2,245,1,1
43,2,246,13,13
43,2,247,12,12
43,2,248,1,1
43,2,256,1,1
43,2,257,16,16
43,2,258,18,18
43,2,259,7,7
43,2,260,1,1
43,2,267,2,2
43,2,268,9,9
43,2,269,9,9
43,2,270,4,4
43,2,279,4,4
43,2,280,6,6
43,2,281,1,1
43,2,290,1,1
