cycle_id,flow_id,node_id,prev_hop_id,hop_delay_sum_ms,hop_delay_count,mean_delay_ms
25,0,3,193,1.994,1,1.994
25,0,6,70,1.611,1,1.611
25,0,12,70,7.901,4,1.97525
25,0,27,70,1.915,1,1.915
25,0,30,12,6.007,3,2.00233
25,0,36,249,2.536,1,2.536
25,0,41,70,1.655,1,1.655
25,0,42,70,2.021,1,2.021
25,0,51,36,2.027,1,2.027
25,0,75,30,8.176,4,2.044
25,0,75,70,2.325,1,2.325
25,0,76,239,1.838,1,1.838
25,0,79,3,1.875,1,1.875
25,0,112,70,2.186,1,2.186
25,0,112,75,15.908,7,2.27257
25,0,118,70,1.519,1,1.519
25,0,122,70,1.316,1,1.316
25,0,129,246,1.908,1,1.908
25,0,141,257,1.78,1,1.78
25,0,143,70,3.128,1,3.128
25,0,152,70,2.263,1,2.263
25,0,152,112,14.439,8,1.80487
25,0,154,70,4.387,1,4.387
25,0,155,70,2.231,1,2.231
25,0,164,76,2.539,1,2.539
25,0,165,51,1.604,1,1.604
25,0,198,41,1.813,1,1.813
25,0,198,70,2.194,1,2.194
25,0,198,143,5.065,1,5.065
25,0,198,152,9.259,5,1.8518
25,0,239,70,1.749,1,1.749
25,0,240,70,2.217,1,2.217
25,0,246,165,1.494,1,1.494
25,0,249,250,1.562,1,1.562
25,0,250,251,1.588,1,1.588
25,0,251,152,6.266,2,3.133
25,0,251,198,11.315,4,2.82875
25,0,257,129,2.144,1,2.144
25,1,2,139,4.006,1,4.006
25,1,3,134,3.199,2,1.5995
25,1,4,92,1.866,1,1.866
25,1,5,134,6.609,2,3.3045
25,1,5,189,6.255,2,3.1275
25,1,45,274,1.324,1,1.324
25,1,52,4,1.855,1,1.855
25,1,57,64,1.716,1,1.716
25,1,62,84,1.928,1,1.928
25,1,64,5,7.477,4,1.86925
25,1,64,79,1.464,1,1.464
25,1,64,134,9.674,5,1.9348
25,1,64,159,4.434,2,2.217
25,1,64,180,1.634,1,1.634
25,1,64,261,1.819,1,1.819
25,1,64,271,1.913,1,1.913
25,1,66,45,1.199,1,1.199
25,1,79,134,3.819,2,1.9095
25,1,79,180,1.915,1,1.915
25,1,84,261,1.383,1,1.383
25,1,92,66,1.561,1,1.561
25,1,94,57,1.753,1,1.753
25,1,94,139,4.847,2,2.4235
25,1,101,2,6.62,1,6.62
25,1,101,94,5.879,3,1.95967
25,1,101,171,1.558,1,1.558
25,1,109,259,3.893,2,1.9465
25,1,139,57,2.285,1,2.285
25,1,139,261,1.679,1,1.679
25,1,150,52,1.381,1,1.381
25,1,150,296,5.526,3,1.842
25,1,159,134,3.53,2,1.765
25,1,161,134,4.016,2,2.008
25,1,171,139,1.881,1,1.881
25,1,180,134,4.385,2,2.1925
25,1,189,109,3.185,2,1.5925
25,1,197,134,3.01,2,1.505
25,1,249,134,5.563,2,2.7815
25,1,259,197,4.484,2,2.242
25,1,261,79,1.835,1,1.835
25,1,261,134,3.908,2,1.954
25,1,271,79,1.634,1,1.634
25,1,274,62,2.141,1,2.141
25,1,275,274,1.882,1,1.882
25,1,296,101,10.01,5,2.002
